date,day,time,feet,centimeters,tide
2013/12/31,Tue,12:25 AM,11.2,341,H
2013/12/31,Tue,05:50 AM,3.1,94,L
2013/12/31,Tue,11:53 AM,14.9,454,H
2013/12/31,Tue,06:41 PM,-2.6,-79,L
2014/01/01,Wed,01:14 AM,12.2,372,H
2014/01/01,Wed,06:41 AM,2.3,70,L
2014/01/01,Wed,12:45 PM,15.4,469,H
2014/01/01,Wed,07:26 PM,-3.2,-98,L
2014/01/02,Thu,02:00 AM,12.8,390,H
2014/01/02,Thu,07:30 AM,1.8,55,L
2014/01/02,Thu,01:34 PM,15.4,469,H
2014/01/02,Thu,08:10 PM,-3.4,-104,L
2014/01/03,Fri,02:44 AM,13.2,402,H
2014/01/03,Fri,08:19 AM,1.5,46,L
2014/01/03,Fri,02:23 PM,15.0,457,H
2014/01/03,Fri,08:55 PM,-3.0,-91,L
2014/01/04,Sat,03:28 AM,13.3,405,H
2014/01/04,Sat,09:10 AM,1.5,46,L
2014/01/04,Sat,03:11 PM,14.1,430,H
2014/01/04,Sat,09:40 PM,-2.2,-67,L
2014/01/05,Sun,04:14 AM,13.2,402,H
2014/01/05,Sun,10:03 AM,1.7,52,L
2014/01/05,Sun,04:02 PM,12.8,390,H
2014/01/05,Sun,10:26 PM,-1.0,-30,L
2014/01/06,Mon,05:02 AM,12.9,393,H
2014/01/06,Mon,10:58 AM,2.0,61,L
2014/01/06,Mon,05:00 PM,11.4,347,H
2014/01/06,Mon,11:13 PM,0.4,12,L
2014/01/07,Tue,05:56 AM,12.5,381,H
2014/01/07,Tue,11:57 AM,2.4,73,L
2014/01/07,Tue,06:10 PM,10.0,305,H
2014/01/08,Wed,12:03 AM,1.9,58,L
2014/01/08,Wed,06:54 AM,12.2,372,H
2014/01/08,Wed,01:03 PM,2.7,82,L
2014/01/08,Wed,07:33 PM,9.1,277,H
2014/01/09,Thu,12:58 AM,3.3,101,L
2014/01/09,Thu,07:54 AM,12.0,366,H
2014/01/09,Thu,02:22 PM,2.7,82,L
2014/01/09,Thu,08:54 PM,8.7,265,H
2014/01/10,Fri,02:04 AM,4.3,131,L
2014/01/10,Fri,08:52 AM,12.0,366,H
2014/01/10,Fri,03:44 PM,2.2,67,L
2014/01/10,Fri,10:08 PM,8.9,271,H
2014/01/11,Sat,03:20 AM,4.8,146,L
2014/01/11,Sat,09:46 AM,12.1,369,H
2014/01/11,Sat,04:46 PM,1.4,43,L
2014/01/11,Sat,11:13 PM,9.4,287,H
2014/01/12,Sun,04:28 AM,4.8,146,L
2014/01/12,Sun,10:35 AM,12.4,378,H
2014/01/12,Sun,05:32 PM,0.7,21,L
2014/01/13,Mon,12:05 AM,9.9,302,H
2014/01/13,Mon,05:20 AM,4.5,137,L
2014/01/13,Mon,11:20 AM,12.6,384,H
2014/01/13,Mon,06:09 PM,0.1,3,L
2014/01/14,Tue,12:46 AM,10.4,317,H
2014/01/14,Tue,06:02 AM,4.1,125,L
2014/01/14,Tue,12:01 PM,12.8,390,H
2014/01/14,Tue,06:43 PM,-0.4,-12,L
2014/01/15,Wed,01:20 AM,10.8,329,H
2014/01/15,Wed,06:40 AM,3.7,113,L
2014/01/15,Wed,12:39 PM,13.0,396,H
2014/01/15,Wed,07:16 PM,-0.7,-21,L
2014/01/16,Thu,01:50 AM,11.2,341,H
2014/01/16,Thu,07:16 AM,3.3,101,L
2014/01/16,Thu,01:15 PM,13.1,399,H
2014/01/16,Thu,07:47 PM,-0.9,-27,L
2014/01/17,Fri,02:19 AM,11.5,351,H
2014/01/17,Fri,07:52 AM,3.0,91,L
2014/01/17,Fri,01:49 PM,12.9,393,H
2014/01/17,Fri,08:19 PM,-0.8,-24,L
2014/01/18,Sat,02:47 AM,11.6,354,H
