date,day,time,inches,centimeters,tide
2014/01/01,Wed,04:34 AM,-0.5,-15,L
2014/01/01,Wed,10:43 AM,7.7,235,H
2014/01/01,Wed,05:11 PM,-1.2,-37,L
2014/01/01,Wed,11:17 PM,7.0,213,H
2014/01/02,Thu,05:26 AM,-0.6,-18,L
2014/01/02,Thu,11:35 AM,7.7,235,H
2014/01/02,Thu,06:01 PM,-1.2,-37,L
2014/01/03,Fri,12:07 AM,7.1,216,H
2014/01/03,Fri,06:19 AM,-0.7,-21,L
2014/01/03,Fri,12:27 PM,7.6,232,H
2014/01/03,Fri,06:52 PM,-1.1,-34,L
2014/01/04,Sat,12:59 AM,7.1,216,H
2014/01/04,Sat,07:13 AM,-0.6,-18,L
2014/01/04,Sat,01:22 PM,7.3,223,H
2014/01/04,Sat,07:45 PM,-0.9,-27,L
2014/01/05,Sun,01:53 AM,7.1,216,H
2014/01/05,Sun,08:10 AM,-0.5,-15,L
2014/01/05,Sun,02:18 PM,7.0,213,H
2014/01/05,Sun,08:38 PM,-0.6,-18,L
2014/01/06,Mon,02:47 AM,7.0,213,H
2014/01/06,Mon,09:09 AM,-0.4,-12,L
2014/01/06,Mon,03:15 PM,6.6,201,H
2014/01/06,Mon,09:32 PM,-0.3,-9,L
2014/01/07,Tue,03:43 AM,6.9,210,H
2014/01/07,Tue,10:09 AM,-0.2,-6,L
2014/01/07,Tue,04:13 PM,6.2,189,H
2014/01/07,Tue,10:28 PM,-0.1,-3,L
2014/01/08,Wed,04:40 AM,6.8,207,H
2014/01/08,Wed,11:11 AM,-0.1,-3,L
2014/01/08,Wed,05:14 PM,5.9,180,H
2014/01/08,Wed,11:26 PM,0.2,6,L
2014/01/09,Thu,05:39 AM,6.6,201,H
2014/01/09,Thu,12:12 PM,0.0,0,L
2014/01/09,Thu,06:16 PM,5.8,177,H
2014/01/10,Fri,12:24 AM,0.3,9,L
2014/01/10,Fri,06:39 AM,6.6,201,H
2014/01/10,Fri,01:11 PM,0.1,3,L
2014/01/10,Fri,07:16 PM,5.7,174,H
2014/01/11,Sat,01:20 AM,0.4,12,L
2014/01/11,Sat,07:36 AM,6.5,198,H
2014/01/11,Sat,02:07 PM,0.0,0,L
2014/01/11,Sat,08:11 PM,5.8,177,H
2014/01/12,Sun,02:14 AM,0.3,9,L
