date,day,time,inches,centimeters,tide
2013/12/31,Tue,05:10 AM,13.8,421,H
2013/12/31,Tue,10:29 AM,7.5,229,L
2013/12/31,Tue,03:17 PM,13.9,424,H
2013/12/31,Tue,10:40 PM,-3.0,-91,L
2014/01/01,Wed,05:50 AM,14.5,442,H
2014/01/01,Wed,11:23 AM,7.0,213,L
2014/01/01,Wed,04:12 PM,13.8,421,H
2014/01/01,Wed,11:28 PM,-3.1,-94,L
2014/01/02,Thu,06:31 AM,15.0,457,H
2014/01/02,Thu,12:14 PM,6.5,198,L
2014/01/02,Thu,05:06 PM,13.6,415,H
2014/01/03,Fri,12:14 AM,-2.9,-88,L
2014/01/03,Fri,07:12 AM,15.3,466,H
2014/01/03,Fri,01:07 PM,5.8,177,L
2014/01/03,Fri,06:02 PM,13.1,399,H
2014/01/04,Sat,01:01 AM,-2.2,-67,L
2014/01/04,Sat,07:53 AM,15.4,469,H
2014/01/04,Sat,02:02 PM,5.1,155,L
2014/01/04,Sat,07:01 PM,12.3,375,H
2014/01/05,Sun,01:49 AM,-1.0,-30,L
2014/01/05,Sun,08:35 AM,15.4,469,H
2014/01/05,Sun,02:59 PM,4.4,134,L
2014/01/05,Sun,08:06 PM,11.4,347,H
2014/01/06,Mon,02:37 AM,0.5,15,L
2014/01/06,Mon,09:18 AM,15.2,463,H
2014/01/06,Mon,03:59 PM,3.6,110,L
2014/01/06,Mon,09:19 PM,10.5,320,H
2014/01/07,Tue,03:29 AM,2.2,67,L
2014/01/07,Tue,10:02 AM,14.8,451,H
2014/01/07,Tue,05:02 PM,2.9,88,L
2014/01/07,Tue,10:44 PM,9.9,302,H
2014/01/08,Wed,04:26 AM,4.0,122,L
2014/01/08,Wed,10:48 AM,14.4,439,H
2014/01/08,Wed,06:06 PM,2.1,64,L
2014/01/09,Thu,12:28 AM,9.9,302,H
2014/01/09,Thu,05:34 AM,5.6,171,L
2014/01/09,Thu,11:37 AM,13.8,421,H
2014/01/09,Thu,07:07 PM,1.4,43,L
2014/01/10,Fri,02:12 AM,10.6,323,H
2014/01/10,Fri,06:58 AM,6.7,204,L
2014/01/10,Fri,12:28 PM,13.3,405,H
2014/01/10,Fri,08:02 PM,0.7,21,L
2014/01/11,Sat,03:29 AM,11.7,357,H
2014/01/11,Sat,08:25 AM,7.2,219,L
2014/01/11,Sat,01:19 PM,12.9,393,H
2014/01/11,Sat,08:49 PM,0.2,6,L
2014/01/12,Sun,04:24 AM,12.6,384,H
2014/01/12,Sun,09:35 AM,7.3,223,L
2014/01/12,Sun,02:07 PM,12.5,381,H
2014/01/12,Sun,09:30 PM,-0.2,-6,L
2014/01/13,Mon,05:07 AM,13.2,402,H
2014/01/13,Mon,10:29 AM,7.2,219,L
2014/01/13,Mon,02:53 PM,12.3,375,H
2014/01/13,Mon,10:07 PM,-0.4,-12,L
2014/01/14,Tue,05:41 AM,13.5,411,H
2014/01/14,Tue,11:11 AM,7.1,216,L
2014/01/14,Tue,03:34 PM,12.1,369,H
2014/01/14,Tue,10:42 PM,-0.6,-18,L
2014/01/15,Wed,06:08 AM,13.7,418,H
2014/01/15,Wed,11:47 AM,6.8,207,L
2014/01/15,Wed,04:14 PM,12.0,366,H
2014/01/15,Wed,11:15 PM,-0.6,-18,L
2014/01/16,Thu,06:30 AM,13.7,418,H
2014/01/16,Thu,12:18 PM,6.5,198,L
2014/01/16,Thu,04:53 PM,11.8,360,H
2014/01/16,Thu,11:48 PM,-0.5,-15,L
2014/01/17,Fri,06:52 AM,13.9,424,H
2014/01/17,Fri,12:49 PM,6.2,189,L
2014/01/17,Fri,05:33 PM,11.7,357,H
2014/01/18,Sat,12:22 AM,-0.2,-6,L
2014/01/18,Sat,07:15 AM,14.0,427,H
2014/01/18,Sat,01:22 PM,5.7,174,L
2014/01/18,Sat,06:14 PM,11.4,347,H
2014/01/19,Sun,12:57 AM,0.3,9,L
2014/01/19,Sun,07:42 AM,14.1,430,H
2014/01/19,Sun,01:58 PM,5.1,155,L
2014/01/19,Sun,06:58 PM,11.1,338,H
2014/01/20,Mon,01:32 AM,1.0,30,L
2014/01/20,Mon,08:11 AM,14.2,433,H
2014/01/20,Mon,02:37 PM,4.5,137,L
2014/01/20,Mon,07:46 PM,10.7,326,H
2014/01/21,Tue,02:08 AM,1.9,58,L
2014/01/21,Tue,08:42 AM,14.1,430,H
2014/01/21,Tue,03:19 PM,3.9,119,L
2014/01/21,Tue,08:41 PM,10.2,311,H
2014/01/22,Wed,02:47 AM,3.1,94,L
2014/01/22,Wed,09:16 AM,13.9,424,H
2014/01/22,Wed,04:07 PM,3.2,98,L
2014/01/22,Wed,09:45 PM,9.9,302,H
2014/01/23,Thu,03:29 AM,4.4,134,L
2014/01/23,Thu,09:53 AM,13.7,418,H
2014/01/23,Thu,04:59 PM,2.5,76,L
2014/01/23,Thu,11:01 PM,9.7,296,H
2014/01/24,Fri,04:20 AM,5.7,174,L
2014/01/24,Fri,10:35 AM,13.4,408,H
2014/01/24,Fri,05:56 PM,1.6,49,L
2014/01/25,Sat,12:31 AM,10.0,305,H
2014/01/25,Sat,05:28 AM,6.8,207,L
2014/01/25,Sat,11:23 AM,13.2,402,H
2014/01/25,Sat,06:55 PM,0.7,21,L
2014/01/26,Sun,02:06 AM,10.8,329,H
2014/01/26,Sun,06:53 AM,7.6,232,L
2014/01/26,Sun,12:18 PM,13.1,399,H
2014/01/26,Sun,07:52 PM,-0.3,-9,L
2014/01/27,Mon,03:18 AM,11.9,363,H
2014/01/27,Mon,08:15 AM,7.7,235,L
2014/01/27,Mon,01:16 PM,13.2,402,H
2014/01/27,Mon,08:46 PM,-1.2,-37,L
2014/01/28,Tue,04:08 AM,12.9,393,H
2014/01/28,Tue,09:22 AM,7.4,226,L
2014/01/28,Tue,02:15 PM,13.4,408,H
2014/01/28,Tue,09:37 PM,-1.9,-58,L
2014/01/29,Wed,04:49 AM,13.7,418,H
2014/01/29,Wed,10:18 AM,6.8,207,L
2014/01/29,Wed,03:13 PM,13.6,415,H
2014/01/29,Wed,10:25 PM,-2.3,-70,L
2014/01/30,Thu,05:26 AM,14.4,439,H
2014/01/30,Thu,11:09 AM,6.0,183,L
2014/01/30,Thu,04:09 PM,13.7,418,H
2014/01/30,Thu,11:12 PM,-2.3,-70,L
2014/01/31,Fri,06:03 AM,14.8,451,H
2014/01/31,Fri,11:58 AM,5.2,158,L
2014/01/31,Fri,05:05 PM,13.6,415,H
2014/01/31,Fri,11:59 PM,-1.8,-55,L
2014/02/01,Sat,06:40 AM,15.1,460,H
2014/02/01,Sat,12:46 PM,4.3,131,L
2014/02/01,Sat,06:01 PM,13.2,402,H
2014/02/02,Sun,12:44 AM,-1.0,-30,L
2014/02/02,Sun,07:17 AM,15.2,463,H
2014/02/02,Sun,01:35 PM,3.5,107,L
2014/02/02,Sun,07:00 PM,12.6,384,H
2014/02/03,Mon,01:30 AM,0.3,9,L
2014/02/03,Mon,07:55 AM,15.1,460,H
2014/02/03,Mon,02:26 PM,2.8,85,L
2014/02/03,Mon,08:01 PM,11.9,363,H
2014/02/04,Tue,02:17 AM,1.8,55,L
2014/02/04,Tue,08:35 AM,14.8,451,H
2014/02/04,Tue,03:18 PM,2.2,67,L
2014/02/04,Tue,09:07 PM,11.2,341,H
2014/02/05,Wed,03:06 AM,3.4,104,L
2014/02/05,Wed,09:17 AM,14.3,436,H
2014/02/05,Wed,04:14 PM,1.9,58,L
2014/02/05,Wed,10:25 PM,10.6,323,H
