time,feet,centimeters,tide
2014-12-31 02:33:00 UTC,1.3,40,H
2014-12-31 12:13:00 UTC,0.0,0,L
2015-01-01 02:45:00 UTC,1.4,43,H
2015-01-01 12:00:00 UTC,-0.1,-3,L
2015-01-02 02:57:00 UTC,1.6,49,H
2015-01-02 11:59:00 UTC,-0.2,-6,L
2015-01-03 03:15:00 UTC,1.7,52,H
2015-01-03 12:05:00 UTC,-0.2,-6,L
2015-01-04 03:35:00 UTC,1.8,55,H
2015-01-04 12:15:00 UTC,-0.2,-6,L
2015-01-04 16:44:00 UTC,0.1,3,H
2015-01-04 20:11:00 UTC,0.1,3,L
2015-01-05 03:57:00 UTC,1.8,55,H
2015-01-05 12:29:00 UTC,-0.2,-6,L
2015-01-05 16:54:00 UTC,0.2,6,H
2015-01-05 20:52:00 UTC,0.0,0,L
2015-01-06 04:19:00 UTC,1.8,55,H
2015-01-06 12:44:00 UTC,-0.2,-6,L
2015-01-06 17:11:00 UTC,0.3,9,H
2015-01-06 21:27:00 UTC,0.0,0,L
2015-01-07 04:39:00 UTC,1.8,55,H
2015-01-07 12:59:00 UTC,-0.1,-3,L
2015-01-07 17:30:00 UTC,0.3,9,H
2015-01-07 21:57:00 UTC,0.1,3,L
2015-01-08 04:58:00 UTC,1.7,52,H
2015-01-08 13:13:00 UTC,-0.1,-3,L
2015-01-08 17:51:00 UTC,0.4,12,H
2015-01-08 22:24:00 UTC,0.1,3,L
2015-01-09 05:15:00 UTC,1.6,49,H
2015-01-09 13:25:00 UTC,0.0,0,L
2015-01-09 18:15:00 UTC,0.5,15,H
2015-01-09 22:49:00 UTC,0.2,6,L
2015-01-10 05:28:00 UTC,1.5,46,H
2015-01-10 13:32:00 UTC,0.1,3,L
2015-01-10 18:43:00 UTC,0.5,15,H
2015-01-10 23:11:00 UTC,0.3,9,L
2015-01-11 05:37:00 UTC,1.3,40,H
2015-01-11 13:36:00 UTC,0.1,3,L
2015-01-11 19:25:00 UTC,0.6,18,H
2015-01-11 23:29:00 UTC,0.5,15,L
2015-01-12 05:38:00 UTC,1.1,34,H
2015-01-12 13:36:00 UTC,0.1,3,L
2015-01-13 05:16:00 UTC,1.0,30,H
2015-01-13 13:31:00 UTC,0.1,3,L
2015-01-14 03:22:00 UTC,0.9,27,H
2015-01-14 13:11:00 UTC,0.1,3,L
2015-01-15 01:49:00 UTC,1.1,34,H
2015-01-15 12:23:00 UTC,0.1,3,L
2015-01-16 02:02:00 UTC,1.3,40,H
2015-01-16 11:37:00 UTC,0.0,0,L
2015-01-17 02:28:00 UTC,1.6,49,H
2015-01-17 11:26:00 UTC,-0.2,-6,L
2015-01-18 02:59:00 UTC,1.8,55,H
2015-01-18 11:36:00 UTC,-0.3,-9,L
2015-01-18 17:10:00 UTC,0.3,9,H
