date,day,time,feet,centimeters,tide
2013/12/31,Tue,10:25 AM,0.9,27,H
2013/12/31,Tue,11:22 PM,-0.3,-9,L
2014/01/01,Wed,10:59 AM,0.9,27,H
2014/01/02,Thu,12:08 AM,-0.2,-6,L
2014/01/02,Thu,11:33 AM,0.8,24,H
2014/01/03,Fri,12:44 AM,-0.2,-6,L
2014/01/03,Fri,12:00 PM,0.8,24,H
2014/01/04,Sat,01:13 AM,-0.1,-3,L
2014/01/04,Sat,12:15 PM,0.7,21,H
2014/01/05,Sun,01:29 AM,0.0,0,L
2014/01/05,Sun,12:08 PM,0.6,18,H
2014/01/06,Mon,01:14 AM,0.1,3,L
2014/01/06,Mon,11:29 AM,0.5,15,H
2014/01/06,Mon,11:09 PM,0.2,6,L
2014/01/07,Tue,10:19 AM,0.5,15,H
2014/01/07,Tue,08:19 PM,0.1,3,L
2014/01/08,Wed,09:09 AM,0.5,15,H
2014/01/08,Wed,08:01 PM,0.0,0,L
2014/01/09,Thu,08:38 AM,0.5,15,H
2014/01/09,Thu,08:22 PM,-0.1,-3,L
2014/01/10,Fri,08:38 AM,0.6,18,H
2014/01/10,Fri,08:58 PM,-0.1,-3,L
2014/01/11,Sat,08:53 AM,0.6,18,H
2014/01/11,Sat,09:40 PM,-0.2,-6,L
2014/01/12,Sun,09:15 AM,0.6,18,H
2014/01/12,Sun,10:21 PM,-0.2,-6,L
2014/01/13,Mon,09:39 AM,0.6,18,H
2014/01/13,Mon,11:00 PM,-0.2,-6,L
2014/01/14,Tue,10:03 AM,0.6,18,H
2014/01/14,Tue,11:35 PM,-0.2,-6,L
2014/01/15,Wed,10:27 AM,0.6,18,H
2014/01/16,Thu,12:06 AM,-0.2,-6,L
2014/01/16,Thu,10:48 AM,0.6,18,H
2014/01/17,Fri,12:33 AM,-0.2,-6,L
2014/01/17,Fri,11:05 AM,0.6,18,H
2014/01/18,Sat,12:54 AM,-0.1,-3,L
2014/01/18,Sat,11:16 AM,0.6,18,H
2014/01/19,Sun,01:08 AM,0.0,0,L
2014/01/19,Sun,11:19 AM,0.5,15,H
2014/01/20,Mon,01:07 AM,0.1,3,L
2014/01/20,Mon,11:08 AM,0.5,15,H
2014/01/21,Tue,12:26 AM,0.1,3,L
2014/01/21,Tue,10:35 AM,0.4,12,H
2014/01/21,Tue,07:53 PM,0.1,3,L
2014/01/22,Wed,09:33 AM,0.4,12,H
2014/01/22,Wed,06:54 PM,0.1,3,L
2014/01/23,Thu,08:27 AM,0.4,12,H
2014/01/23,Thu,06:48 PM,0.0,0,L
2014/01/24,Fri,08:01 AM,0.5,15,H
2014/01/24,Fri,07:10 PM,-0.1,-3,L
2014/01/25,Sat,08:06 AM,0.6,18,H
2014/01/25,Sat,07:53 PM,-0.2,-6,L
2014/01/26,Sun,08:28 AM,0.7,21,H
2014/01/26,Sun,08:49 PM,-0.2,-6,L
2014/01/27,Mon,08:57 AM,0.7,21,H
2014/01/27,Mon,09:46 PM,-0.3,-9,L
2014/01/28,Tue,09:30 AM,0.8,24,H
2014/01/28,Tue,10:40 PM,-0.3,-9,L
2014/01/29,Wed,10:02 AM,0.7,21,H
2014/01/29,Wed,11:30 PM,-0.3,-9,L
2014/01/30,Thu,10:30 AM,0.7,21,H
2014/01/31,Fri,12:15 AM,-0.2,-6,L
2014/01/31,Fri,10:52 AM,0.6,18,H
2014/02/01,Sat,12:55 AM,-0.1,-3,L
2014/02/01,Sat,11:01 AM,0.5,15,H
2014/02/02,Sun,01:27 AM,0.0,0,L
2014/02/02,Sun,10:49 AM,0.4,12,H
2014/02/03,Mon,01:43 AM,0.1,3,L
2014/02/03,Mon,10:12 AM,0.4,12,H
2014/02/03,Mon,04:47 PM,0.1,3,L
2014/02/03,Mon,11:22 PM,0.2,6,H
2014/02/04,Tue,01:01 AM,0.2,6,L
2014/02/04,Tue,09:11 AM,0.3,9,H
2014/02/04,Tue,04:40 PM,0.0,0,L
2014/02/05,Wed,08:06 AM,0.4,12,H
2014/02/05,Wed,04:58 PM,0.0,0,L
2014/02/06,Thu,07:35 AM,0.4,12,H
2014/02/06,Thu,05:31 PM,-0.1,-3,L
2014/02/07,Fri,07:39 AM,0.5,15,H
2014/02/07,Fri,06:19 PM,-0.2,-6,L
2014/02/08,Sat,07:57 AM,0.5,15,H
2014/02/08,Sat,07:29 PM,-0.2,-6,L
2014/02/09,Sun,08:21 AM,0.5,15,H
2014/02/09,Sun,08:52 PM,-0.2,-6,L
2014/02/10,Mon,08:46 AM,0.5,15,H
2014/02/10,Mon,10:02 PM,-0.2,-6,L
2014/02/11,Tue,09:09 AM,0.5,15,H
2014/02/11,Tue,10:56 PM,-0.2,-6,L
2014/02/12,Wed,09:30 AM,0.5,15,H
2014/02/12,Wed,11:38 PM,-0.2,-6,L
2014/02/13,Thu,09:48 AM,0.5,15,H
2014/02/14,Fri,12:14 AM,-0.1,-3,L
2014/02/14,Fri,10:00 AM,0.5,15,H
2014/02/15,Sat,12:45 AM,-0.1,-3,L
2014/02/15,Sat,10:07 AM,0.4,12,H
2014/02/16,Sun,01:13 AM,0.0,0,L
2014/02/16,Sun,10:05 AM,0.4,12,H
2014/02/16,Sun,04:30 PM,0.2,6,L
2014/02/16,Sun,08:54 PM,0.2,6,H
2014/02/17,Mon,01:36 AM,0.1,3,L
2014/02/17,Mon,09:51 AM,0.3,9,H
2014/02/17,Mon,04:04 PM,0.1,3,L
2014/02/17,Mon,10:24 PM,0.2,6,H
2014/02/18,Tue,01:48 AM,0.2,6,L
2014/02/18,Tue,09:15 AM,0.3,9,H
2014/02/18,Tue,03:52 PM,0.1,3,L
2014/02/19,Wed,08:09 AM,0.3,9,H
2014/02/19,Wed,03:51 PM,0.0,0,L
2014/02/20,Thu,06:51 AM,0.3,9,H
2014/02/20,Thu,04:02 PM,-0.1,-3,L
2014/02/21,Fri,06:30 AM,0.4,12,H
