date,day,time,feet,centimeters,tide
2013/12/31,Tue,04:58 AM,2.7,82,L
2013/12/31,Tue,10:40 AM,8.5,259,H
2013/12/31,Tue,06:04 PM,-1.4,-43,L
2014/01/01,Wed,12:40 AM,6.5,198,H
2014/01/01,Wed,05:52 AM,2.5,76,L
2014/01/01,Wed,11:32 AM,8.5,259,H
2014/01/01,Wed,06:50 PM,-1.5,-46,L
2014/01/02,Thu,01:24 AM,6.8,207,H
2014/01/02,Thu,06:46 AM,2.4,73,L
2014/01/02,Thu,12:23 PM,8.4,256,H
2014/01/02,Thu,07:35 PM,-1.4,-43,L
2014/01/03,Fri,02:09 AM,6.9,210,H
2014/01/03,Fri,07:41 AM,2.3,70,L
2014/01/03,Fri,01:15 PM,8.1,247,H
2014/01/03,Fri,08:22 PM,-1.1,-34,L
2014/01/04,Sat,02:54 AM,7.1,216,H
2014/01/04,Sat,08:40 AM,2.2,67,L
2014/01/04,Sat,02:10 PM,7.6,232,H
2014/01/04,Sat,09:09 PM,-0.6,-18,L
2014/01/05,Sun,03:40 AM,7.2,219,H
2014/01/05,Sun,09:45 AM,2.0,61,L
2014/01/05,Sun,03:09 PM,7.0,213,H
2014/01/05,Sun,09:58 PM,0.0,0,L
2014/01/06,Mon,04:28 AM,7.3,223,H
2014/01/06,Mon,10:55 AM,1.9,58,L
2014/01/06,Mon,04:15 PM,6.3,192,H
2014/01/06,Mon,10:50 PM,0.6,18,L
2014/01/07,Tue,05:18 AM,7.4,226,H
2014/01/07,Tue,12:10 PM,1.6,49,L
2014/01/07,Tue,05:33 PM,5.8,177,H
2014/01/07,Tue,11:45 PM,1.3,40,L
2014/01/08,Wed,06:09 AM,7.4,226,H
2014/01/08,Wed,01:24 PM,1.2,37,L
2014/01/08,Wed,07:01 PM,5.5,168,H
2014/01/09,Thu,12:46 AM,1.9,58,L
2014/01/09,Thu,07:01 AM,7.5,229,H
2014/01/09,Thu,02:32 PM,0.8,24,L
2014/01/09,Thu,08:29 PM,5.5,168,H
2014/01/10,Fri,01:48 AM,2.3,70,L
2014/01/10,Fri,07:51 AM,7.5,229,H
2014/01/10,Fri,03:31 PM,0.5,15,L
2014/01/10,Fri,09:43 PM,5.6,171,H
2014/01/11,Sat,02:49 AM,2.6,79,L
2014/01/11,Sat,08:39 AM,7.5,229,H
2014/01/11,Sat,04:20 PM,0.2,6,L
2014/01/11,Sat,10:41 PM,5.9,180,H
2014/01/12,Sun,03:45 AM,2.8,85,L
2014/01/12,Sun,09:24 AM,7.6,232,H
2014/01/12,Sun,05:02 PM,0.0,0,L
2014/01/12,Sun,11:29 PM,6.1,186,H
2014/01/13,Mon,04:34 AM,2.8,85,L
2014/01/13,Mon,10:05 AM,7.6,232,H
2014/01/13,Mon,05:39 PM,-0.2,-6,L
2014/01/14,Tue,12:09 AM,6.2,189,H
2014/01/14,Tue,05:18 AM,2.8,85,L
2014/01/14,Tue,10:43 AM,7.5,229,H
2014/01/14,Tue,06:12 PM,-0.2,-6,L
2014/01/15,Wed,12:44 AM,6.3,192,H
2014/01/15,Wed,05:58 AM,2.8,85,L
2014/01/15,Wed,11:19 AM,7.5,229,H
2014/01/15,Wed,06:43 PM,-0.2,-6,L
2014/01/16,Thu,01:16 AM,6.3,192,H
2014/01/16,Thu,06:36 AM,2.7,82,L
2014/01/16,Thu,11:55 AM,7.4,226,H
2014/01/16,Thu,07:13 PM,-0.1,-3,L
2014/01/17,Fri,01:45 AM,6.4,195,H
2014/01/17,Fri,07:14 AM,2.7,82,L
2014/01/17,Fri,12:31 PM,7.2,219,H
2014/01/17,Fri,07:43 PM,0.0,0,L
2014/01/18,Sat,02:14 AM,6.4,195,H
2014/01/18,Sat,07:51 AM,2.6,79,L
2014/01/18,Sat,01:07 PM,7.0,213,H
2014/01/18,Sat,08:13 PM,0.2,6,L
2014/01/19,Sun,02:43 AM,6.5,198,H
2014/01/19,Sun,08:32 AM,2.5,76,L
2014/01/19,Sun,01:46 PM,6.7,204,H
2014/01/19,Sun,08:45 PM,0.5,15,L
2014/01/20,Mon,03:14 AM,6.6,201,H
2014/01/20,Mon,09:16 AM,2.4,73,L
2014/01/20,Mon,02:29 PM,6.3,192,H
2014/01/20,Mon,09:18 PM,0.8,24,L
2014/01/21,Tue,03:48 AM,6.7,204,H
2014/01/21,Tue,10:07 AM,2.3,70,L
2014/01/21,Tue,03:19 PM,5.9,180,H
2014/01/21,Tue,09:55 PM,1.2,37,L
2014/01/22,Wed,04:26 AM,6.8,207,H
2014/01/22,Wed,11:06 AM,2.0,61,L
2014/01/22,Wed,04:22 PM,5.5,168,H
2014/01/22,Wed,10:38 PM,1.7,52,L
2014/01/23,Thu,05:08 AM,7.0,213,H
2014/01/23,Thu,12:12 PM,1.7,52,L
2014/01/23,Thu,05:42 PM,5.2,158,H
2014/01/23,Thu,11:30 PM,2.1,64,L
2014/01/24,Fri,05:56 AM,7.1,216,H
2014/01/24,Fri,01:19 PM,1.2,37,L
2014/01/24,Fri,07:20 PM,5.1,155,H
2014/01/25,Sat,12:34 AM,2.5,76,L
2014/01/25,Sat,06:49 AM,7.4,226,H
2014/01/25,Sat,02:22 PM,0.7,21,L
2014/01/25,Sat,08:49 PM,5.3,162,H
2014/01/26,Sun,01:45 AM,2.8,85,L
2014/01/26,Sun,07:46 AM,7.6,232,H
