date,day,time,feet,centimeters,tide
2013/12/31,Tue,02:16 AM,-1.2,-37,L
2013/12/31,Tue,08:40 AM,9.1,277,H
2013/12/31,Tue,03:05 PM,-0.9,-27,L
2013/12/31,Tue,08:54 PM,7.8,238,H
2014/01/01,Wed,03:12 AM,-1.6,-49,L
2014/01/01,Wed,09:35 AM,9.4,287,H
2014/01/01,Wed,03:57 PM,-1.3,-40,L
2014/01/01,Wed,09:50 PM,8.2,250,H
2014/01/02,Thu,04:05 AM,-1.8,-55,L
2014/01/02,Thu,10:27 AM,9.5,290,H
2014/01/02,Thu,04:47 PM,-1.5,-46,L
2014/01/02,Thu,10:45 PM,8.3,253,H
2014/01/03,Fri,04:56 AM,-1.7,-52,L
2014/01/03,Fri,11:20 AM,9.4,287,H
2014/01/03,Fri,05:36 PM,-1.5,-46,L
2014/01/03,Fri,11:39 PM,8.3,253,H
2014/01/04,Sat,05:49 AM,-1.5,-46,L
2014/01/04,Sat,12:11 PM,9.1,277,H
2014/01/04,Sat,06:26 PM,-1.3,-40,L
2014/01/05,Sun,12:33 AM,8.3,253,H
2014/01/05,Sun,06:43 AM,-1.0,-30,L
2014/01/05,Sun,01:02 PM,8.7,265,H
2014/01/05,Sun,07:19 PM,-1.1,-34,L
2014/01/06,Mon,01:27 AM,8.1,247,H
2014/01/06,Mon,07:41 AM,-0.5,-15,L
2014/01/06,Mon,01:54 PM,8.2,250,H
2014/01/06,Mon,08:14 PM,-0.8,-24,L
2014/01/07,Tue,02:22 AM,7.9,241,H
2014/01/07,Tue,08:43 AM,0.0,0,L
2014/01/07,Tue,02:47 PM,7.6,232,H
2014/01/07,Tue,09:10 PM,-0.5,-15,L
2014/01/08,Wed,03:19 AM,7.7,235,H
2014/01/08,Wed,09:46 AM,0.3,9,L
2014/01/08,Wed,03:42 PM,7.1,216,H
2014/01/08,Wed,10:07 PM,-0.3,-9,L
2014/01/09,Thu,04:18 AM,7.5,229,H
2014/01/09,Thu,10:49 AM,0.5,15,L
2014/01/09,Thu,04:40 PM,6.8,207,H
2014/01/09,Thu,11:03 PM,-0.1,-3,L
2014/01/10,Fri,05:19 AM,7.5,229,H
2014/01/10,Fri,11:47 AM,0.6,18,L
2014/01/10,Fri,05:39 PM,6.6,201,H
2014/01/10,Fri,11:56 PM,0.0,0,L
2014/01/11,Sat,06:16 AM,7.5,229,H
2014/01/11,Sat,12:43 PM,0.6,18,L
2014/01/11,Sat,06:34 PM,6.6,201,H
2014/01/12,Sun,12:48 AM,0.0,0,L
2014/01/12,Sun,07:08 AM,7.6,232,H
2014/01/12,Sun,01:34 PM,0.5,15,L
2014/01/12,Sun,07:25 PM,6.6,201,H
2014/01/13,Mon,01:37 AM,-0.1,-3,L
2014/01/13,Mon,07:55 AM,7.7,235,H
2014/01/13,Mon,02:22 PM,0.3,9,L
2014/01/13,Mon,08:11 PM,6.7,204,H
2014/01/14,Tue,02:24 AM,-0.2,-6,L
2014/01/14,Tue,08:38 AM,7.8,238,H
2014/01/14,Tue,03:05 PM,0.1,3,L
2014/01/14,Tue,08:54 PM,6.8,207,H
2014/01/15,Wed,03:07 AM,-0.2,-6,L
2014/01/15,Wed,09:19 AM,7.9,241,H
2014/01/15,Wed,03:44 PM,0.0,0,L
2014/01/15,Wed,09:35 PM,6.9,210,H
2014/01/16,Thu,03:47 AM,-0.3,-9,L
2014/01/16,Thu,09:57 AM,7.9,241,H
2014/01/16,Thu,04:21 PM,-0.1,-3,L
2014/01/16,Thu,10:15 PM,6.9,210,H
2014/01/17,Fri,04:25 AM,-0.2,-6,L
2014/01/17,Fri,10:34 AM,7.8,238,H
2014/01/17,Fri,04:55 PM,-0.1,-3,L
2014/01/17,Fri,10:53 PM,6.9,210,H
2014/01/18,Sat,05:02 AM,-0.1,-3,L
2014/01/18,Sat,11:10 AM,7.7,235,H
2014/01/18,Sat,05:28 PM,0.0,0,L
2014/01/18,Sat,11:30 PM,6.9,210,H
2014/01/19,Sun,05:38 AM,0.0,0,L
2014/01/19,Sun,11:46 AM,7.5,229,H
2014/01/19,Sun,06:02 PM,0.0,0,L
2014/01/20,Mon,12:07 AM,6.8,207,H
2014/01/20,Mon,06:16 AM,0.2,6,L
2014/01/20,Mon,12:22 PM,7.3,223,H
2014/01/20,Mon,06:37 PM,0.1,3,L
2014/01/21,Tue,12:45 AM,6.8,207,H
2014/01/21,Tue,06:57 AM,0.4,12,L
2014/01/21,Tue,01:00 PM,7.0,213,H
2014/01/21,Tue,07:17 PM,0.1,3,L
2014/01/22,Wed,01:26 AM,6.9,210,H
2014/01/22,Wed,07:46 AM,0.6,18,L
2014/01/22,Wed,01:42 PM,6.8,207,H
2014/01/22,Wed,08:02 PM,0.1,3,L
2014/01/23,Thu,02:12 AM,6.9,210,H
2014/01/23,Thu,08:42 AM,0.7,21,L
2014/01/23,Thu,02:29 PM,6.7,204,H
2014/01/23,Thu,08:56 PM,0.1,3,L
2014/01/24,Fri,03:05 AM,7.0,213,H
2014/01/24,Fri,09:44 AM,0.7,21,L
2014/01/24,Fri,03:23 PM,6.5,198,H
2014/01/24,Fri,09:54 PM,0.0,0,L
2014/01/25,Sat,04:07 AM,7.2,219,H
2014/01/25,Sat,10:48 AM,0.5,15,L
2014/01/25,Sat,04:25 PM,6.5,198,H
2014/01/25,Sat,10:56 PM,-0.3,-9,L
2014/01/26,Sun,05:16 AM,7.5,229,H
2014/01/26,Sun,11:50 AM,0.2,6,L
2014/01/26,Sun,05:33 PM,6.7,204,H
2014/01/26,Sun,11:58 PM,-0.6,-18,L
2014/01/27,Mon,06:24 AM,7.9,241,H
2014/01/27,Mon,12:51 PM,-0.2,-6,L
2014/01/27,Mon,06:39 PM,7.0,213,H
2014/01/28,Tue,01:00 AM,-1.0,-30,L
2014/01/28,Tue,07:26 AM,8.4,256,H
