date,day,time,inches,centimeters,tide
2014/01/01,Wed,10:14 AM,-0.5,-15,L
2014/01/01,Wed,10:57 PM,1.1,34,H
2014/01/02,Thu,11:01 AM,-0.5,-15,L
2014/01/02,Thu,11:51 PM,1.0,30,H
2014/01/03,Fri,11:42 AM,-0.4,-12,L
2014/01/04,Sat,12:47 AM,0.9,27,H
2014/01/04,Sat,12:11 PM,-0.2,-6,L
2014/01/05,Sun,01:36 AM,0.7,21,H
2014/01/05,Sun,11:53 AM,-0.1,-3,L
2014/01/06,Mon,01:47 AM,0.5,15,H
2014/01/06,Mon,11:00 AM,0.1,3,L
2014/01/06,Mon,05:52 PM,0.4,12,H
2014/01/07,Tue,09:03 AM,0.1,3,L
2014/01/07,Tue,06:03 PM,0.5,15,H
2014/01/08,Wed,04:55 AM,0.0,0,L
2014/01/08,Wed,06:21 PM,0.7,21,H
2014/01/09,Thu,05:36 AM,-0.2,-6,L
2014/01/09,Thu,06:41 PM,0.8,24,H
2014/01/10,Fri,06:20 AM,-0.3,-9,L
2014/01/10,Fri,07:05 PM,0.9,27,H
2014/01/11,Sat,07:06 AM,-0.4,-12,L
2014/01/11,Sat,07:39 PM,0.9,27,H
2014/01/12,Sun,07:52 AM,-0.4,-12,L
2014/01/12,Sun,08:17 PM,0.9,27,H
2014/01/13,Mon,08:37 AM,-0.5,-15,L
2014/01/13,Mon,08:55 PM,0.9,27,H
2014/01/14,Tue,09:21 AM,-0.4,-12,L
2014/01/14,Tue,09:31 PM,0.9,27,H
2014/01/15,Wed,10:02 AM,-0.4,-12,L
2014/01/15,Wed,10:07 PM,0.9,27,H
2014/01/16,Thu,10:37 AM,-0.3,-9,L
2014/01/16,Thu,10:44 PM,0.8,24,H
2014/01/17,Fri,11:01 AM,-0.3,-9,L
2014/01/17,Fri,11:22 PM,0.8,24,H
2014/01/18,Sat,10:51 AM,-0.2,-6,L
2014/01/19,Sun,12:03 AM,0.7,21,H
2014/01/19,Sun,10:01 AM,-0.1,-3,L
2014/01/20,Mon,12:46 AM,0.6,18,H
2014/01/20,Mon,09:47 AM,0.0,0,L
2014/01/21,Tue,01:27 AM,0.4,12,H
2014/01/21,Tue,08:49 AM,0.0,0,L
2014/01/21,Tue,05:11 PM,0.4,12,H
2014/01/21,Tue,11:46 PM,0.2,6,L
