date,day,time,feet,centimeters,tide
2013/12/31,Tue,12:17 AM,9.5,290,H
2013/12/31,Tue,05:38 AM,3.0,91,L
2013/12/31,Tue,11:43 AM,12.9,393,H
2013/12/31,Tue,06:38 PM,-2.3,-70,L
2014/01/01,Wed,01:02 AM,10.3,314,H
2014/01/01,Wed,06:31 AM,2.4,73,L
2014/01/01,Wed,12:33 PM,13.3,405,H
2014/01/01,Wed,07:23 PM,-2.8,-85,L
2014/01/02,Thu,01:47 AM,10.8,329,H
2014/01/02,Thu,07:21 AM,1.9,58,L
2014/01/02,Thu,01:21 PM,13.3,405,H
2014/01/02,Thu,08:06 PM,-2.9,-88,L
2014/01/03,Fri,02:31 AM,11.1,338,H
2014/01/03,Fri,08:11 AM,1.6,49,L
2014/01/03,Fri,02:09 PM,12.9,393,H
2014/01/03,Fri,08:50 PM,-2.5,-76,L
2014/01/04,Sat,03:15 AM,11.3,344,H
2014/01/04,Sat,09:01 AM,1.6,49,L
2014/01/04,Sat,02:59 PM,12.1,369,H
2014/01/04,Sat,09:34 PM,-1.8,-55,L
2014/01/05,Sun,04:01 AM,11.3,344,H
2014/01/05,Sun,09:55 AM,1.7,52,L
2014/01/05,Sun,03:50 PM,11.0,335,H
2014/01/05,Sun,10:18 PM,-0.7,-21,L
2014/01/06,Mon,04:48 AM,11.1,338,H
2014/01/06,Mon,10:53 AM,1.9,58,L
2014/01/06,Mon,04:46 PM,9.8,299,H
2014/01/06,Mon,11:05 PM,0.5,15,L
2014/01/07,Tue,05:39 AM,10.8,329,H
2014/01/07,Tue,11:57 AM,2.2,67,L
2014/01/07,Tue,05:51 PM,8.5,259,H
2014/01/07,Tue,11:55 PM,1.8,55,L
2014/01/08,Wed,06:35 AM,10.5,320,H
2014/01/08,Wed,01:12 PM,2.3,70,L
2014/01/08,Wed,07:11 PM,7.6,232,H
2014/01/09,Thu,12:53 AM,3.0,91,L
2014/01/09,Thu,07:35 AM,10.3,314,H
2014/01/09,Thu,02:33 PM,2.1,64,L
2014/01/09,Thu,08:44 PM,7.2,219,H
2014/01/10,Fri,02:02 AM,3.8,116,L
2014/01/10,Fri,08:38 AM,10.3,314,H
2014/01/10,Fri,03:47 PM,1.6,49,L
2014/01/10,Fri,10:09 PM,7.4,226,H
