date,day,time,inches,centimeters,tide
2013/12/31,Tue,12:14 AM,-1.0,-30,L
2013/12/31,Tue,06:40 AM,6.5,198,H
2013/12/31,Tue,01:04 PM,-0.8,-24,L
2013/12/31,Tue,06:50 PM,5.5,168,H
2014/01/01,Wed,01:10 AM,-1.3,-40,L
2014/01/01,Wed,07:36 AM,6.8,207,H
2014/01/01,Wed,01:57 PM,-1.1,-34,L
2014/01/01,Wed,07:46 PM,5.7,174,H
2014/01/02,Thu,02:04 AM,-1.4,-43,L
2014/01/02,Thu,08:29 AM,6.8,207,H
2014/01/02,Thu,02:48 PM,-1.2,-37,L
2014/01/02,Thu,08:41 PM,5.8,177,H
2014/01/03,Fri,02:57 AM,-1.3,-40,L
2014/01/03,Fri,09:21 AM,6.7,204,H
2014/01/03,Fri,03:39 PM,-1.2,-37,L
2014/01/03,Fri,09:35 PM,5.8,177,H
2014/01/04,Sat,03:51 AM,-1.2,-37,L
2014/01/04,Sat,10:13 AM,6.4,195,H
2014/01/04,Sat,04:29 PM,-1.1,-34,L
2014/01/04,Sat,10:31 PM,5.7,174,H
2014/01/05,Sun,04:46 AM,-0.8,-24,L
2014/01/05,Sun,11:06 AM,6.1,186,H
2014/01/05,Sun,05:21 PM,-0.9,-27,L
2014/01/05,Sun,11:27 PM,5.6,171,H
2014/01/06,Mon,05:43 AM,-0.4,-12,L
2014/01/06,Mon,11:59 AM,5.7,174,H
2014/01/06,Mon,06:14 PM,-0.7,-21,L
2014/01/07,Tue,12:26 AM,5.5,168,H
2014/01/07,Tue,06:43 AM,-0.1,-3,L
2014/01/07,Tue,12:55 PM,5.3,162,H
2014/01/07,Tue,07:08 PM,-0.4,-12,L
2014/01/08,Wed,01:25 AM,5.3,162,H
2014/01/08,Wed,07:45 AM,0.2,6,L
2014/01/08,Wed,01:51 PM,5.0,152,H
2014/01/08,Wed,08:04 PM,-0.2,-6,L
2014/01/09,Thu,02:25 AM,5.3,162,H
2014/01/09,Thu,08:48 AM,0.4,12,L
2014/01/09,Thu,02:48 PM,4.8,146,H
2014/01/09,Thu,09:00 PM,-0.1,-3,L
2014/01/10,Fri,03:23 AM,5.3,162,H
2014/01/10,Fri,09:49 AM,0.5,15,L
2014/01/10,Fri,03:44 PM,4.6,140,H
2014/01/10,Fri,09:55 PM,-0.1,-3,L
2014/01/11,Sat,04:18 AM,5.3,162,H
2014/01/11,Sat,10:45 AM,0.4,12,L
2014/01/11,Sat,04:37 PM,4.6,140,H
2014/01/11,Sat,10:47 PM,-0.1,-3,L
2014/01/12,Sun,05:08 AM,5.4,165,H
2014/01/12,Sun,11:36 AM,0.3,9,L
2014/01/12,Sun,05:27 PM,4.7,143,H
2014/01/12,Sun,11:35 PM,-0.2,-6,L
2014/01/13,Mon,05:55 AM,5.5,168,H
2014/01/13,Mon,12:22 PM,0.2,6,L
2014/01/13,Mon,06:14 PM,4.7,143,H
2014/01/14,Tue,12:20 AM,-0.3,-9,L
2014/01/14,Tue,06:38 AM,5.6,171,H
2014/01/14,Tue,01:04 PM,0.1,3,L
2014/01/14,Tue,06:58 PM,4.8,146,H
2014/01/15,Wed,01:02 AM,-0.3,-9,L
2014/01/15,Wed,07:18 AM,5.6,171,H
2014/01/15,Wed,01:43 PM,0.0,0,L
2014/01/15,Wed,07:39 PM,4.8,146,H
2014/01/16,Thu,01:42 AM,-0.3,-9,L
