time,feet,centimeters,tide
2014-12-31 02:22:00 UTC,3.3,101,H
2014-12-31 07:11:00 UTC,1.7,52,L
2014-12-31 13:55:00 UTC,5.7,174,H
2014-12-31 21:07:00 UTC,-0.1,-3,L
2015-01-01 03:28:00 UTC,3.4,104,H
2015-01-01 08:10:00 UTC,1.8,55,L
2015-01-01 14:44:00 UTC,5.8,177,H
2015-01-01 21:55:00 UTC,-0.4,-12,L
2015-01-02 04:26:00 UTC,3.6,110,H
2015-01-02 09:01:00 UTC,2.0,61,L
2015-01-02 15:26:00 UTC,5.9,180,H
2015-01-02 22:37:00 UTC,-0.7,-21,L
2015-01-03 05:15:00 UTC,3.7,113,H
2015-01-03 09:47:00 UTC,2.1,64,L
2015-01-03 16:05:00 UTC,5.9,180,H
2015-01-03 23:16:00 UTC,-0.8,-24,L
2015-01-04 05:57:00 UTC,3.8,116,H
2015-01-04 10:30:00 UTC,2.2,67,L
2015-01-04 16:42:00 UTC,5.8,177,H
2015-01-04 23:52:00 UTC,-0.8,-24,L
2015-01-05 06:35:00 UTC,3.9,119,H
2015-01-05 11:10:00 UTC,2.2,67,L
2015-01-05 17:18:00 UTC,5.7,174,H
2015-01-06 00:27:00 UTC,-0.7,-21,L
2015-01-06 07:11:00 UTC,3.9,119,H
2015-01-06 11:49:00 UTC,2.3,70,L
2015-01-06 17:53:00 UTC,5.4,165,H
2015-01-07 01:00:00 UTC,-0.5,-15,L
2015-01-07 07:47:00 UTC,3.9,119,H
2015-01-07 12:29:00 UTC,2.3,70,L
2015-01-07 18:28:00 UTC,5.1,155,H
2015-01-08 01:33:00 UTC,-0.3,-9,L
2015-01-08 08:23:00 UTC,3.9,119,H
2015-01-08 13:12:00 UTC,2.4,73,L
2015-01-08 19:04:00 UTC,4.8,146,H
2015-01-09 02:06:00 UTC,0.0,0,L
2015-01-09 09:00:00 UTC,3.9,119,H
2015-01-09 14:01:00 UTC,2.4,73,L
2015-01-09 19:42:00 UTC,4.4,134,H
2015-01-10 02:39:00 UTC,0.4,12,L
2015-01-10 09:40:00 UTC,4.0,122,H
2015-01-10 15:00:00 UTC,2.4,73,L
2015-01-10 20:27:00 UTC,3.9,119,H
2015-01-11 03:14:00 UTC,0.8,24,L
2015-01-11 10:21:00 UTC,4.1,125,H
2015-01-11 16:12:00 UTC,2.3,70,L
2015-01-11 21:23:00 UTC,3.4,104,H
2015-01-12 03:51:00 UTC,1.1,34,L
2015-01-12 11:05:00 UTC,4.2,128,H
