time,feet,centimeters,tide
2013-12-31 07:40:00 UTC,-0.8,-24,L
2013-12-31 23:38:00 UTC,5.0,152,H
2014-01-01 08:27:00 UTC,-0.9,-27,L
2014-01-02 00:32:00 UTC,4.8,146,H
2014-01-02 09:16:00 UTC,-0.9,-27,L
2014-01-03 01:31:00 UTC,4.5,137,H
2014-01-03 10:05:00 UTC,-0.8,-24,L
2014-01-03 19:55:00 UTC,3.7,113,H
2014-01-03 21:19:00 UTC,3.6,110,L
2014-01-04 02:41:00 UTC,4.1,125,H
2014-01-04 10:53:00 UTC,-0.5,-15,L
2014-01-04 19:47:00 UTC,3.7,113,H
2014-01-04 23:34:00 UTC,3.2,98,L
2014-01-05 04:07:00 UTC,3.6,110,H
2014-01-05 11:40:00 UTC,-0.1,-3,L
2014-01-05 20:03:00 UTC,3.9,119,H
2014-01-06 01:07:00 UTC,2.6,79,L
2014-01-06 05:47:00 UTC,3.1,94,H
2014-01-06 12:24:00 UTC,0.4,12,L
2014-01-06 20:27:00 UTC,4.0,122,H
2014-01-07 02:19:00 UTC,1.9,58,L
2014-01-07 07:34:00 UTC,2.7,82,H
2014-01-07 13:06:00 UTC,1.0,30,L
2014-01-07 20:54:00 UTC,4.2,128,H
2014-01-08 03:21:00 UTC,1.3,40,L
2014-01-08 09:24:00 UTC,2.4,73,H
2014-01-08 13:44:00 UTC,1.6,49,L
2014-01-08 21:23:00 UTC,4.3,131,H
2014-01-09 04:17:00 UTC,0.8,24,L
2014-01-09 11:19:00 UTC,2.4,73,H
2014-01-09 14:15:00 UTC,2.1,64,L
2014-01-09 21:51:00 UTC,4.3,131,H
2014-01-10 05:09:00 UTC,0.3,9,L
2014-01-10 22:18:00 UTC,4.3,131,H
2014-01-11 05:58:00 UTC,0.1,3,L
2014-01-11 22:41:00 UTC,4.3,131,H
2014-01-12 06:44:00 UTC,-0.1,-3,L
2014-01-12 23:00:00 UTC,4.2,128,H
2014-01-13 07:28:00 UTC,-0.2,-6,L
2014-01-13 23:13:00 UTC,4.2,128,H
2014-01-14 08:08:00 UTC,-0.2,-6,L
2014-01-14 23:21:00 UTC,4.1,125,H
2014-01-15 08:46:00 UTC,-0.1,-3,L
2014-01-15 23:24:00 UTC,4.0,122,H
2014-01-16 09:21:00 UTC,0.0,0,L
2014-01-16 23:15:00 UTC,3.8,116,H
2014-01-17 09:54:00 UTC,0.1,3,L
2014-01-17 21:56:00 UTC,3.7,113,H
2014-01-18 10:26:00 UTC,0.3,9,L
2014-01-18 21:05:00 UTC,3.6,110,H
2014-01-19 10:56:00 UTC,0.5,15,L
2014-01-19 20:42:00 UTC,3.5,107,H
2014-01-20 11:25:00 UTC,0.8,24,L
2014-01-20 20:30:00 UTC,3.4,104,H
2014-01-21 11:50:00 UTC,1.1,34,L
2014-01-21 20:24:00 UTC,3.5,107,H
2014-01-22 03:04:00 UTC,2.1,64,L
2014-01-22 06:52:00 UTC,2.2,67,H
2014-01-22 12:10:00 UTC,1.5,46,L
2014-01-22 20:22:00 UTC,3.6,110,H
2014-01-23 03:21:00 UTC,1.6,49,L
2014-01-23 08:56:00 UTC,2.1,64,H
2014-01-23 12:21:00 UTC,1.8,55,L
2014-01-23 20:25:00 UTC,3.7,113,H
2014-01-24 03:48:00 UTC,1.1,34,L
2014-01-24 20:35:00 UTC,4.0,122,H
2014-01-25 04:21:00 UTC,0.6,18,L
2014-01-25 20:54:00 UTC,4.3,131,H
2014-01-26 04:58:00 UTC,0.2,6,L
2014-01-26 21:22:00 UTC,4.5,137,H
2014-01-27 05:40:00 UTC,-0.2,-6,L
2014-01-27 21:59:00 UTC,4.7,143,H
2014-01-28 06:25:00 UTC,-0.5,-15,L
2014-01-28 22:44:00 UTC,4.8,146,H
2014-01-29 07:13:00 UTC,-0.7,-21,L
2014-01-29 23:37:00 UTC,4.7,143,H
2014-01-30 08:02:00 UTC,-0.6,-18,L
2014-01-31 00:37:00 UTC,4.4,134,H
2014-01-31 08:52:00 UTC,-0.5,-15,L
2014-02-01 01:47:00 UTC,4.0,122,H
2014-02-01 09:41:00 UTC,-0.2,-6,L
2014-02-01 18:18:00 UTC,3.2,98,H
2014-02-01 21:37:00 UTC,2.8,85,L
2014-02-02 03:12:00 UTC,3.6,110,H
2014-02-02 10:30:00 UTC,0.2,6,L
2014-02-02 18:36:00 UTC,3.4,104,H
2014-02-02 23:21:00 UTC,2.3,70,L
2014-02-03 04:50:00 UTC,3.1,94,H
2014-02-03 11:18:00 UTC,0.6,18,L
2014-02-03 19:02:00 UTC,3.6,110,H
2014-02-04 00:41:00 UTC,1.7,52,L
2014-02-04 06:34:00 UTC,2.8,85,H
2014-02-04 12:04:00 UTC,1.1,34,L
2014-02-04 19:33:00 UTC,3.8,116,H
2014-02-05 01:48:00 UTC,1.2,37,L
2014-02-05 08:17:00 UTC,2.6,79,H
2014-02-05 12:48:00 UTC,1.6,49,L
2014-02-05 20:05:00 UTC,3.9,119,H
2014-02-06 02:47:00 UTC,0.7,21,L
2014-02-06 09:56:00 UTC,2.5,76,H
2014-02-06 13:29:00 UTC,2.0,61,L
2014-02-06 20:38:00 UTC,4.0,122,H
2014-02-07 03:41:00 UTC,0.3,9,L
2014-02-07 11:33:00 UTC,2.6,79,H
2014-02-07 14:05:00 UTC,2.4,73,L
2014-02-07 21:11:00 UTC,4.0,122,H
2014-02-08 04:32:00 UTC,0.1,3,L
2014-02-08 21:41:00 UTC,4.0,122,H
2014-02-09 05:20:00 UTC,0.0,0,L
2014-02-09 22:09:00 UTC,4.0,122,H
2014-02-10 06:06:00 UTC,0.0,0,L
2014-02-10 22:34:00 UTC,3.9,119,H
2014-02-11 06:50:00 UTC,0.0,0,L
2014-02-11 22:57:00 UTC,3.8,116,H
2014-02-12 07:32:00 UTC,0.1,3,L
2014-02-12 23:20:00 UTC,3.7,113,H
2014-02-13 08:10:00 UTC,0.2,6,L
2014-02-13 23:47:00 UTC,3.5,107,H
2014-02-14 08:46:00 UTC,0.4,12,L
2014-02-15 00:21:00 UTC,3.3,101,H
2014-02-15 09:20:00 UTC,0.6,18,L
2014-02-15 20:01:00 UTC,3.0,91,H
2014-02-15 21:28:00 UTC,3.0,91,L
2014-02-16 01:13:00 UTC,3.0,91,H
2014-02-16 09:52:00 UTC,0.8,24,L
2014-02-16 19:11:00 UTC,2.9,88,H
2014-02-16 23:22:00 UTC,2.6,79,L
2014-02-17 02:46:00 UTC,2.7,82,H
2014-02-17 10:23:00 UTC,1.1,34,L
2014-02-17 18:53:00 UTC,2.9,88,H
2014-02-18 00:15:00 UTC,2.3,70,L
2014-02-18 04:42:00 UTC,2.4,73,H
2014-02-18 10:52:00 UTC,1.4,43,L
2014-02-18 18:47:00 UTC,3.0,91,H
2014-02-19 00:55:00 UTC,1.8,55,L
2014-02-19 06:33:00 UTC,2.3,70,H
2014-02-19 11:18:00 UTC,1.7,52,L
2014-02-19 18:47:00 UTC,3.1,94,H
2014-02-20 01:32:00 UTC,1.4,43,L
2014-02-20 08:17:00 UTC,2.3,70,H
2014-02-20 11:38:00 UTC,2.0,61,L
2014-02-20 18:56:00 UTC,3.3,101,H
2014-02-21 02:09:00 UTC,0.9,27,L
2014-02-21 09:58:00 UTC,2.3,70,H
2014-02-21 11:47:00 UTC,2.3,70,L
2014-02-21 19:12:00 UTC,3.6,110,H
2014-02-22 02:49:00 UTC,0.5,15,L
2014-02-22 19:38:00 UTC,3.8,116,H
2014-02-23 03:31:00 UTC,0.1,3,L
2014-02-23 20:13:00 UTC,4.1,125,H
2014-02-24 04:15:00 UTC,-0.2,-6,L
2014-02-24 20:55:00 UTC,4.2,128,H
2014-02-25 05:02:00 UTC,-0.4,-12,L
2014-02-25 21:45:00 UTC,4.3,131,H
2014-02-26 05:51:00 UTC,-0.4,-12,L
2014-02-26 22:41:00 UTC,4.2,128,H
2014-02-27 06:41:00 UTC,-0.3,-9,L
2014-02-27 23:46:00 UTC,4.0,122,H
2014-02-28 07:31:00 UTC,-0.1,-3,L
2014-02-28 15:55:00 UTC,2.7,82,H
2014-02-28 18:24:00 UTC,2.5,76,L
2014-03-01 01:00:00 UTC,3.6,110,H
2014-03-01 08:23:00 UTC,0.2,6,L
2014-03-01 16:15:00 UTC,2.8,85,H
2014-03-01 20:10:00 UTC,2.2,67,L
2014-03-02 02:28:00 UTC,3.2,98,H
2014-03-02 09:14:00 UTC,0.6,18,L
2014-03-02 16:43:00 UTC,2.9,88,H
2014-03-02 21:43:00 UTC,1.7,52,L
2014-03-03 04:07:00 UTC,2.9,88,H
2014-03-03 10:06:00 UTC,1.1,34,L
2014-03-03 17:16:00 UTC,3.1,94,H
2014-03-03 23:02:00 UTC,1.2,37,L
2014-03-04 05:49:00 UTC,2.8,85,H
2014-03-04 10:58:00 UTC,1.5,46,L
2014-03-04 17:52:00 UTC,3.3,101,H
