time,feet,centimeters,tide
2013-12-31 03:55:00 UTC,2.5,76,H
2013-12-31 12:38:00 UTC,-0.6,-18,L
2014-01-01 04:27:00 UTC,2.6,79,H
2014-01-01 13:01:00 UTC,-0.6,-18,L
2014-01-01 18:22:00 UTC,0.2,6,H
2014-01-01 21:22:00 UTC,0.1,3,L
2014-01-02 04:59:00 UTC,2.6,79,H
2014-01-02 13:30:00 UTC,-0.5,-15,L
2014-01-02 18:41:00 UTC,0.2,6,H
2014-01-02 21:50:00 UTC,0.1,3,L
2014-01-03 05:29:00 UTC,2.5,76,H
2014-01-03 13:55:00 UTC,-0.4,-12,L
2014-01-03 18:59:00 UTC,0.2,6,H
2014-01-03 22:14:00 UTC,0.2,6,L
2014-01-04 05:54:00 UTC,2.2,67,H
2014-01-04 14:15:00 UTC,-0.2,-6,L
2014-01-04 19:17:00 UTC,0.3,9,H
2014-01-04 22:32:00 UTC,0.3,9,L
2014-01-05 06:12:00 UTC,2.0,61,H
2014-01-05 14:24:00 UTC,0.0,0,L
2014-01-05 19:37:00 UTC,0.5,15,H
2014-01-05 22:38:00 UTC,0.4,12,L
2014-01-06 06:14:00 UTC,1.6,49,H
2014-01-06 14:21:00 UTC,0.1,3,L
2014-01-07 05:48:00 UTC,1.4,43,H
2014-01-07 14:07:00 UTC,0.2,6,L
2014-01-08 04:43:00 UTC,1.3,40,H
2014-01-08 13:46:00 UTC,0.1,3,L
2014-01-09 03:43:00 UTC,1.4,43,H
2014-01-09 13:25:00 UTC,0.0,0,L
2014-01-10 03:19:00 UTC,1.5,46,H
2014-01-10 13:07:00 UTC,-0.1,-3,L
2014-01-11 03:15:00 UTC,1.7,52,H
2014-01-11 12:51:00 UTC,-0.1,-3,L
2014-01-12 03:23:00 UTC,1.8,55,H
2014-01-12 12:39:00 UTC,-0.2,-6,L
2014-01-13 03:36:00 UTC,2.0,61,H
2014-01-13 12:33:00 UTC,-0.2,-6,L
2014-01-14 03:53:00 UTC,2.1,64,H
2014-01-14 12:33:00 UTC,-0.2,-6,L
2014-01-14 17:18:00 UTC,0.3,9,H
2014-01-14 20:22:00 UTC,0.2,6,L
2014-01-15 04:13:00 UTC,2.2,67,H
2014-01-15 12:39:00 UTC,-0.2,-6,L
2014-01-15 17:14:00 UTC,0.3,9,H
2014-01-15 21:13:00 UTC,0.1,3,L
2014-01-16 04:33:00 UTC,2.2,67,H
2014-01-16 12:48:00 UTC,-0.2,-6,L
2014-01-16 17:25:00 UTC,0.4,12,H
2014-01-16 21:52:00 UTC,0.1,3,L
2014-01-17 04:54:00 UTC,2.2,67,H
2014-01-17 13:00:00 UTC,-0.2,-6,L
2014-01-17 17:42:00 UTC,0.6,18,H
2014-01-17 22:26:00 UTC,0.1,3,L
2014-01-18 05:14:00 UTC,2.2,67,H
2014-01-18 13:13:00 UTC,-0.1,-3,L
2014-01-18 18:04:00 UTC,0.7,21,H
2014-01-18 22:58:00 UTC,0.2,6,L
2014-01-19 05:33:00 UTC,2.1,64,H
2014-01-19 13:25:00 UTC,-0.1,-3,L
2014-01-19 18:28:00 UTC,0.8,24,H
2014-01-19 23:29:00 UTC,0.3,9,L
2014-01-20 05:50:00 UTC,1.9,58,H
2014-01-20 13:36:00 UTC,0.0,0,L
2014-01-20 18:55:00 UTC,0.9,27,H
2014-01-20 23:59:00 UTC,0.4,12,L
2014-01-21 06:04:00 UTC,1.7,52,H
2014-01-21 13:44:00 UTC,0.1,3,L
2014-01-21 19:29:00 UTC,0.9,27,H
2014-01-22 00:30:00 UTC,0.6,18,L
2014-01-22 06:10:00 UTC,1.5,46,H
2014-01-22 13:47:00 UTC,0.1,3,L
