time,feet,centimeters,tide
2013-12-31 04:25:00 UTC,-0.5,-15,L
2013-12-31 12:13:00 UTC,2.7,82,H
2013-12-31 18:35:00 UTC,0.6,18,L
2013-12-31 22:44:00 UTC,1.3,40,H
2014-01-01 05:10:00 UTC,-0.5,-15,L
2014-01-01 12:51:00 UTC,2.8,85,H
2014-01-01 19:13:00 UTC,0.6,18,L
2014-01-01 23:37:00 UTC,1.3,40,H
2014-01-02 05:53:00 UTC,-0.5,-15,L
2014-01-02 13:30:00 UTC,2.8,85,H
2014-01-02 19:54:00 UTC,0.5,15,L
2014-01-03 00:28:00 UTC,1.3,40,H
2014-01-03 06:36:00 UTC,-0.4,-12,L
2014-01-03 14:08:00 UTC,2.6,79,H
2014-01-03 20:36:00 UTC,0.4,12,L
2014-01-04 01:22:00 UTC,1.3,40,H
2014-01-04 07:18:00 UTC,-0.2,-6,L
2014-01-04 14:46:00 UTC,2.5,76,H
2014-01-04 21:21:00 UTC,0.4,12,L
2014-01-05 02:23:00 UTC,1.2,37,H
2014-01-05 08:01:00 UTC,0.1,3,L
2014-01-05 15:22:00 UTC,2.2,67,H
2014-01-05 22:10:00 UTC,0.3,9,L
2014-01-06 03:38:00 UTC,1.1,34,H
2014-01-06 08:46:00 UTC,0.4,12,L
2014-01-06 15:57:00 UTC,2.0,61,H
2014-01-06 23:03:00 UTC,0.3,9,L
2014-01-07 05:24:00 UTC,1.1,34,H
2014-01-07 09:39:00 UTC,0.6,18,L
2014-01-07 16:30:00 UTC,1.7,52,H
2014-01-08 00:00:00 UTC,0.2,6,L
2014-01-08 07:50:00 UTC,1.3,40,H
2014-01-08 11:21:00 UTC,0.9,27,L
2014-01-08 17:01:00 UTC,1.5,46,H
2014-01-09 00:57:00 UTC,0.1,3,L
2014-01-09 09:29:00 UTC,1.6,49,H
2014-01-09 14:52:00 UTC,1.0,30,L
2014-01-09 17:35:00 UTC,1.3,40,H
2014-01-10 01:50:00 UTC,0.1,3,L
2014-01-10 10:17:00 UTC,1.8,55,H
2014-01-11 02:35:00 UTC,0.0,0,L
2014-01-11 10:51:00 UTC,2.0,61,H
2014-01-11 17:38:00 UTC,0.8,24,L
2014-01-11 20:08:00 UTC,1.1,34,H
2014-01-12 03:15:00 UTC,-0.1,-3,L
2014-01-12 11:19:00 UTC,2.2,67,H
2014-01-12 17:58:00 UTC,0.7,21,L
2014-01-12 21:10:00 UTC,1.1,34,H
2014-01-13 03:50:00 UTC,-0.1,-3,L
2014-01-13 11:45:00 UTC,2.3,70,H
2014-01-13 18:15:00 UTC,0.7,21,L
2014-01-13 21:57:00 UTC,1.2,37,H
2014-01-14 04:24:00 UTC,-0.2,-6,L
2014-01-14 12:10:00 UTC,2.3,70,H
2014-01-14 18:34:00 UTC,0.7,21,L
2014-01-14 22:38:00 UTC,1.2,37,H
2014-01-15 04:56:00 UTC,-0.2,-6,L
2014-01-15 12:34:00 UTC,2.4,73,H
2014-01-15 18:54:00 UTC,0.6,18,L
2014-01-15 23:15:00 UTC,1.3,40,H
2014-01-16 05:27:00 UTC,-0.2,-6,L
2014-01-16 12:59:00 UTC,2.4,73,H
2014-01-16 19:16:00 UTC,0.6,18,L
2014-01-16 23:52:00 UTC,1.3,40,H
