time,feet,centimeters,tide
2013-12-31 02:48:00 UTC,-1.8,-55,L
2013-12-31 09:16:00 UTC,12.7,387,H
2013-12-31 14:57:00 UTC,3.0,91,L
2013-12-31 20:53:00 UTC,16.6,506,H
2014-01-01 03:35:00 UTC,-3.2,-98,L
2014-01-01 10:03:00 UTC,14.0,427,H
2014-01-01 15:47:00 UTC,1.9,58,L
2014-01-01 21:44:00 UTC,17.3,527,H
2014-01-02 04:20:00 UTC,-4.0,-122,L
2014-01-02 10:49:00 UTC,14.8,451,H
2014-01-02 16:35:00 UTC,1.2,37,L
2014-01-02 22:33:00 UTC,17.5,533,H
2014-01-03 05:05:00 UTC,-4.2,-128,L
2014-01-03 11:33:00 UTC,15.3,466,H
2014-01-03 17:23:00 UTC,0.8,24,L
2014-01-03 23:21:00 UTC,17.1,521,H
2014-01-04 05:49:00 UTC,-3.7,-113,L
2014-01-04 12:18:00 UTC,15.4,469,H
2014-01-04 18:12:00 UTC,0.9,27,L
2014-01-05 00:10:00 UTC,16.1,491,H
2014-01-05 06:34:00 UTC,-2.7,-82,L
2014-01-05 13:03:00 UTC,15.1,460,H
2014-01-05 19:04:00 UTC,1.3,40,L
2014-01-06 01:00:00 UTC,14.6,445,H
2014-01-06 07:21:00 UTC,-1.1,-34,L
2014-01-06 13:51:00 UTC,14.6,445,H
2014-01-06 19:59:00 UTC,1.9,58,L
2014-01-07 01:54:00 UTC,12.9,393,H
2014-01-07 08:11:00 UTC,0.7,21,L
2014-01-07 14:42:00 UTC,13.9,424,H
2014-01-07 21:00:00 UTC,2.5,76,L
2014-01-08 02:57:00 UTC,11.1,338,H
2014-01-08 09:06:00 UTC,2.5,76,L
2014-01-08 15:39:00 UTC,13.2,402,H
2014-01-08 22:09:00 UTC,3.0,91,L
2014-01-09 04:12:00 UTC,9.8,299,H
2014-01-09 10:09:00 UTC,4.1,125,L
2014-01-09 16:41:00 UTC,12.7,387,H
2014-01-09 23:22:00 UTC,3.0,91,L
2014-01-10 05:38:00 UTC,9.2,280,H
2014-01-10 11:22:00 UTC,5.2,158,L
2014-01-10 17:46:00 UTC,12.5,381,H
2014-01-11 00:32:00 UTC,2.6,79,L
2014-01-11 06:58:00 UTC,9.5,290,H
2014-01-11 12:34:00 UTC,5.5,168,L
2014-01-11 18:45:00 UTC,12.7,387,H
2014-01-12 01:32:00 UTC,1.8,55,L
2014-01-12 08:01:00 UTC,10.1,308,H
2014-01-12 13:35:00 UTC,5.4,165,L
2014-01-12 19:37:00 UTC,13.1,399,H
2014-01-13 02:21:00 UTC,1.0,30,L
2014-01-13 08:51:00 UTC,10.9,332,H
2014-01-13 14:26:00 UTC,4.9,149,L
2014-01-13 20:23:00 UTC,13.5,411,H
2014-01-14 03:02:00 UTC,0.3,9,L
