time,feet,centimeters,tide
2013-12-31 04:09:00 UTC,-0.6,-18,L
2013-12-31 12:57:00 UTC,3.3,101,H
2013-12-31 14:41:00 UTC,3.7,113,L
2013-12-31 21:13:00 UTC,4.6,140,H
2014-01-01 05:00:00 UTC,-0.8,-24,L
2014-01-01 13:35:00 UTC,3.5,107,H
2014-01-01 16:15:00 UTC,3.7,113,L
2014-01-01 22:14:00 UTC,4.4,134,H
2014-01-02 05:53:00 UTC,-0.8,-24,L
2014-01-02 14:17:00 UTC,3.6,110,H
2014-01-02 17:47:00 UTC,3.6,110,L
2014-01-02 23:22:00 UTC,4.2,128,H
2014-01-03 06:48:00 UTC,-0.6,-18,L
2014-01-03 14:59:00 UTC,3.8,116,H
2014-01-03 19:19:00 UTC,3.2,98,L
2014-01-04 00:39:00 UTC,3.8,116,H
2014-01-04 07:43:00 UTC,-0.3,-9,L
2014-01-04 15:41:00 UTC,4.0,122,H
2014-01-04 20:44:00 UTC,2.7,82,L
2014-01-05 02:07:00 UTC,3.4,104,H
2014-01-05 08:39:00 UTC,0.1,3,L
2014-01-05 16:23:00 UTC,4.2,128,H
2014-01-05 22:01:00 UTC,2.1,64,L
2014-01-06 03:41:00 UTC,3.1,94,H
2014-01-06 09:36:00 UTC,0.6,18,L
2014-01-06 17:06:00 UTC,4.3,131,H
2014-01-06 23:09:00 UTC,1.4,43,L
2014-01-07 05:15:00 UTC,2.9,88,H
2014-01-07 10:33:00 UTC,1.2,37,L
2014-01-07 17:48:00 UTC,4.3,131,H
2014-01-08 00:10:00 UTC,0.8,24,L
2014-01-08 06:46:00 UTC,2.9,88,H
2014-01-08 11:30:00 UTC,1.7,52,L
2014-01-08 18:29:00 UTC,4.3,131,H
2014-01-09 01:06:00 UTC,0.3,9,L
2014-01-09 08:11:00 UTC,3.0,91,H
2014-01-09 12:27:00 UTC,2.3,70,L
2014-01-09 19:09:00 UTC,4.3,131,H
2014-01-10 01:58:00 UTC,0.0,0,L
2014-01-10 09:31:00 UTC,3.1,94,H
2014-01-10 13:23:00 UTC,2.8,85,L
2014-01-10 19:47:00 UTC,4.1,125,H
2014-01-11 02:46:00 UTC,-0.1,-3,L
2014-01-11 10:46:00 UTC,3.3,101,H
2014-01-11 14:19:00 UTC,3.2,98,L
2014-01-11 20:20:00 UTC,4.0,122,H
2014-01-12 03:32:00 UTC,-0.1,-3,L
2014-01-12 11:56:00 UTC,3.4,104,H
2014-01-12 15:14:00 UTC,3.5,107,L
2014-01-12 20:50:00 UTC,3.8,116,H
2014-01-13 04:14:00 UTC,0.0,0,L
2014-01-13 13:02:00 UTC,3.4,104,H
2014-01-13 16:07:00 UTC,3.7,113,L
2014-01-13 21:14:00 UTC,3.7,113,H
2014-01-14 04:53:00 UTC,0.1,3,L
2014-01-14 14:02:00 UTC,3.5,107,H
2014-01-14 17:03:00 UTC,3.8,116,L
2014-01-14 21:34:00 UTC,3.6,110,H
2014-01-15 05:29:00 UTC,0.2,6,L
2014-01-15 14:51:00 UTC,3.5,107,H
2014-01-15 18:05:00 UTC,3.8,116,L
2014-01-15 21:55:00 UTC,3.4,104,H
2014-01-16 06:04:00 UTC,0.4,12,L
2014-01-16 15:25:00 UTC,3.5,107,H
2014-01-16 19:17:00 UTC,3.7,113,L
2014-01-16 22:22:00 UTC,3.3,101,H
2014-01-17 06:38:00 UTC,0.5,15,L
2014-01-17 15:47:00 UTC,3.4,104,H
2014-01-17 20:31:00 UTC,3.5,107,L
2014-01-17 23:05:00 UTC,3.1,94,H
2014-01-18 07:13:00 UTC,0.7,21,L
2014-01-18 16:04:00 UTC,3.4,104,H
2014-01-18 21:31:00 UTC,3.2,98,L
2014-01-19 00:15:00 UTC,2.8,85,H
2014-01-19 07:48:00 UTC,0.9,27,L
2014-01-19 16:19:00 UTC,3.4,104,H
2014-01-19 22:13:00 UTC,2.9,88,L
2014-01-20 01:46:00 UTC,2.6,79,H
2014-01-20 08:24:00 UTC,1.2,37,L
2014-01-20 16:34:00 UTC,3.4,104,H
2014-01-20 22:48:00 UTC,2.5,76,L
2014-01-21 03:21:00 UTC,2.4,73,H
2014-01-21 09:00:00 UTC,1.5,46,L
2014-01-21 16:48:00 UTC,3.4,104,H
2014-01-21 23:19:00 UTC,2.0,61,L
2014-01-22 04:53:00 UTC,2.4,73,H
2014-01-22 09:34:00 UTC,1.9,58,L
2014-01-22 17:01:00 UTC,3.5,107,H
2014-01-22 23:49:00 UTC,1.6,49,L
2014-01-23 06:17:00 UTC,2.4,73,H
2014-01-23 10:06:00 UTC,2.3,70,L
2014-01-23 17:16:00 UTC,3.6,110,H
2014-01-24 00:20:00 UTC,1.1,34,L
2014-01-24 07:32:00 UTC,2.5,76,H
2014-01-24 10:37:00 UTC,2.6,79,L
2014-01-24 17:36:00 UTC,3.8,116,H
2014-01-25 00:54:00 UTC,0.7,21,L
2014-01-25 08:40:00 UTC,2.7,82,H
2014-01-25 11:10:00 UTC,2.9,88,L
2014-01-25 18:04:00 UTC,4.0,122,H
2014-01-26 01:32:00 UTC,0.2,6,L
2014-01-26 09:38:00 UTC,2.8,85,H
2014-01-26 11:50:00 UTC,3.1,94,L
2014-01-26 18:40:00 UTC,4.3,131,H
2014-01-27 02:14:00 UTC,-0.2,-6,L
2014-01-27 10:29:00 UTC,3.0,91,H
2014-01-27 12:40:00 UTC,3.3,101,L
2014-01-27 19:24:00 UTC,4.4,134,H
2014-01-28 02:59:00 UTC,-0.4,-12,L
2014-01-28 11:14:00 UTC,3.1,94,H
2014-01-28 13:42:00 UTC,3.3,101,L
2014-01-28 20:15:00 UTC,4.5,137,H
2014-01-29 03:47:00 UTC,-0.6,-18,L
2014-01-29 11:56:00 UTC,3.2,98,H
2014-01-29 14:54:00 UTC,3.3,101,L
2014-01-29 21:13:00 UTC,4.4,134,H
2014-01-30 04:38:00 UTC,-0.6,-18,L
2014-01-30 12:39:00 UTC,3.3,101,H
2014-01-30 16:13:00 UTC,3.1,94,L
2014-01-30 22:18:00 UTC,4.2,128,H
2014-01-31 05:31:00 UTC,-0.4,-12,L
2014-01-31 13:22:00 UTC,3.4,104,H
2014-01-31 17:37:00 UTC,2.8,85,L
2014-01-31 23:31:00 UTC,3.8,116,H
2014-02-01 06:25:00 UTC,-0.1,-3,L
2014-02-01 14:07:00 UTC,3.6,110,H
2014-02-01 19:01:00 UTC,2.4,73,L
2014-02-02 00:53:00 UTC,3.5,107,H
2014-02-02 07:22:00 UTC,0.3,9,L
2014-02-02 14:52:00 UTC,3.7,113,H
2014-02-02 20:22:00 UTC,1.8,55,L
2014-02-03 02:24:00 UTC,3.2,98,H
2014-02-03 08:21:00 UTC,0.7,21,L
2014-02-03 15:39:00 UTC,3.9,119,H
2014-02-03 21:35:00 UTC,1.3,40,L
2014-02-04 03:58:00 UTC,3.0,91,H
2014-02-04 09:22:00 UTC,1.2,37,L
2014-02-04 16:26:00 UTC,3.9,119,H
2014-02-04 22:41:00 UTC,0.7,21,L
2014-02-05 05:28:00 UTC,3.0,91,H
2014-02-05 10:23:00 UTC,1.7,52,L
2014-02-05 17:12:00 UTC,4.0,122,H
2014-02-05 23:41:00 UTC,0.3,9,L
2014-02-06 06:51:00 UTC,3.1,94,H
2014-02-06 11:25:00 UTC,2.1,64,L
2014-02-06 17:58:00 UTC,4.0,122,H
2014-02-07 00:37:00 UTC,0.0,0,L
2014-02-07 08:05:00 UTC,3.2,98,H
2014-02-07 12:25:00 UTC,2.5,76,L
2014-02-07 18:41:00 UTC,3.9,119,H
2014-02-08 01:28:00 UTC,-0.1,-3,L
2014-02-08 09:12:00 UTC,3.2,98,H
2014-02-08 13:21:00 UTC,2.8,85,L
2014-02-08 19:22:00 UTC,3.8,116,H
2014-02-09 02:16:00 UTC,-0.1,-3,L
2014-02-09 10:14:00 UTC,3.3,101,H
2014-02-09 14:13:00 UTC,3.0,91,L
2014-02-09 19:59:00 UTC,3.7,113,H
2014-02-10 03:01:00 UTC,0.0,0,L
2014-02-10 11:11:00 UTC,3.2,98,H
2014-02-10 14:59:00 UTC,3.2,98,L
2014-02-10 20:32:00 UTC,3.6,110,H
2014-02-11 03:42:00 UTC,0.1,3,L
2014-02-11 12:04:00 UTC,3.2,98,H
2014-02-11 15:42:00 UTC,3.2,98,L
2014-02-11 21:02:00 UTC,3.4,104,H
2014-02-12 04:19:00 UTC,0.3,9,L
2014-02-12 12:51:00 UTC,3.1,94,H
2014-02-12 16:21:00 UTC,3.2,98,L
2014-02-12 21:32:00 UTC,3.3,101,H
2014-02-13 04:54:00 UTC,0.5,15,L
2014-02-13 13:28:00 UTC,3.0,91,H
2014-02-13 17:04:00 UTC,3.2,98,L
2014-02-13 22:07:00 UTC,3.1,94,H
2014-02-14 05:28:00 UTC,0.6,18,L
2014-02-14 13:54:00 UTC,2.9,88,H
2014-02-14 17:53:00 UTC,3.0,91,L
2014-02-14 22:50:00 UTC,2.9,88,H
2014-02-15 06:01:00 UTC,0.8,24,L
2014-02-15 14:14:00 UTC,2.9,88,H
2014-02-15 18:49:00 UTC,2.8,85,L
2014-02-15 23:47:00 UTC,2.7,82,H
2014-02-16 06:36:00 UTC,1.1,34,L
2014-02-16 14:31:00 UTC,2.9,88,H
2014-02-16 19:45:00 UTC,2.5,76,L
2014-02-17 00:58:00 UTC,2.6,79,H
2014-02-17 07:13:00 UTC,1.3,40,L
2014-02-17 14:48:00 UTC,2.9,88,H
2014-02-17 20:37:00 UTC,2.1,64,L
2014-02-18 02:21:00 UTC,2.4,73,H
2014-02-18 07:51:00 UTC,1.7,52,L
2014-02-18 15:06:00 UTC,2.9,88,H
2014-02-18 21:24:00 UTC,1.7,52,L
2014-02-19 03:47:00 UTC,2.4,73,H
2014-02-19 08:31:00 UTC,2.0,61,L
2014-02-19 15:26:00 UTC,3.0,91,H
2014-02-19 22:07:00 UTC,1.3,40,L
2014-02-20 05:09:00 UTC,2.5,76,H
2014-02-20 09:11:00 UTC,2.3,70,L
2014-02-20 15:49:00 UTC,3.2,98,H
2014-02-20 22:49:00 UTC,0.9,27,L
2014-02-21 06:21:00 UTC,2.6,79,H
2014-02-21 09:50:00 UTC,2.6,79,L
2014-02-21 16:17:00 UTC,3.4,104,H
2014-02-21 23:31:00 UTC,0.5,15,L
2014-02-22 07:22:00 UTC,2.7,82,H
2014-02-22 10:31:00 UTC,2.8,85,L
2014-02-22 16:52:00 UTC,3.6,110,H
2014-02-23 00:14:00 UTC,0.1,3,L
2014-02-23 08:14:00 UTC,2.8,85,H
2014-02-23 11:15:00 UTC,2.9,88,L
2014-02-23 17:34:00 UTC,3.8,116,H
2014-02-24 00:59:00 UTC,-0.2,-6,L
2014-02-24 08:59:00 UTC,2.9,88,H
2014-02-24 12:04:00 UTC,2.9,88,L
2014-02-24 18:23:00 UTC,3.9,119,H
2014-02-25 01:45:00 UTC,-0.4,-12,L
2014-02-25 09:40:00 UTC,2.9,88,H
2014-02-25 12:59:00 UTC,2.8,85,L
2014-02-25 19:18:00 UTC,4.0,122,H
2014-02-26 02:33:00 UTC,-0.4,-12,L
2014-02-26 10:19:00 UTC,3.0,91,H
2014-02-26 14:01:00 UTC,2.7,82,L
2014-02-26 20:17:00 UTC,3.9,119,H
2014-02-27 03:23:00 UTC,-0.4,-12,L
2014-02-27 10:59:00 UTC,3.0,91,H
2014-02-27 15:08:00 UTC,2.4,73,L
2014-02-27 21:22:00 UTC,3.8,116,H
2014-02-28 04:14:00 UTC,-0.2,-6,L
2014-02-28 11:41:00 UTC,3.1,94,H
2014-02-28 16:19:00 UTC,2.0,61,L
2014-02-28 22:34:00 UTC,3.5,107,H
2014-03-01 05:07:00 UTC,0.2,6,L
2014-03-01 12:24:00 UTC,3.2,98,H
2014-03-01 17:33:00 UTC,1.6,49,L
2014-03-01 23:53:00 UTC,3.3,101,H
2014-03-02 06:04:00 UTC,0.6,18,L
2014-03-02 13:10:00 UTC,3.3,101,H
2014-03-02 18:46:00 UTC,1.2,37,L
2014-03-03 01:19:00 UTC,3.1,94,H
2014-03-03 07:04:00 UTC,1.0,30,L
2014-03-03 13:59:00 UTC,3.3,101,H
2014-03-03 19:57:00 UTC,0.8,24,L
2014-03-04 02:49:00 UTC,3.0,91,H
2014-03-04 08:09:00 UTC,1.4,43,L
2014-03-04 14:49:00 UTC,3.4,104,H
2014-03-04 21:04:00 UTC,0.4,12,L
2014-03-05 04:16:00 UTC,3.0,91,H
2014-03-05 09:16:00 UTC,1.8,55,L
2014-03-05 15:40:00 UTC,3.4,104,H
2014-03-05 22:07:00 UTC,0.1,3,L
2014-03-06 05:34:00 UTC,3.1,94,H
2014-03-06 10:23:00 UTC,2.1,64,L
2014-03-06 16:32:00 UTC,3.4,104,H
2014-03-06 23:04:00 UTC,-0.1,-3,L
2014-03-07 06:42:00 UTC,3.2,98,H
2014-03-07 11:26:00 UTC,2.2,67,L
2014-03-07 17:22:00 UTC,3.3,101,H
2014-03-07 23:58:00 UTC,-0.2,-6,L
2014-03-08 07:43:00 UTC,3.2,98,H
2014-03-08 12:24:00 UTC,2.4,73,L
2014-03-08 18:10:00 UTC,3.3,101,H
2014-03-09 00:49:00 UTC,-0.1,-3,L
2014-03-09 08:38:00 UTC,3.2,98,H
2014-03-09 13:17:00 UTC,2.5,76,L
2014-03-09 18:54:00 UTC,3.2,98,H
2014-03-10 01:35:00 UTC,0.0,0,L
2014-03-10 09:27:00 UTC,3.1,94,H
2014-03-10 14:03:00 UTC,2.5,76,L
2014-03-10 19:36:00 UTC,3.1,94,H
2014-03-11 02:18:00 UTC,0.1,3,L
2014-03-11 10:11:00 UTC,3.0,91,H
2014-03-11 14:43:00 UTC,2.5,76,L
2014-03-11 20:15:00 UTC,3.0,91,H
2014-03-12 02:58:00 UTC,0.3,9,L
2014-03-12 10:49:00 UTC,2.9,88,H
2014-03-12 15:20:00 UTC,2.5,76,L
2014-03-12 20:54:00 UTC,2.9,88,H
2014-03-13 03:35:00 UTC,0.5,15,L
2014-03-13 11:20:00 UTC,2.7,82,H
2014-03-13 15:55:00 UTC,2.4,73,L
2014-03-13 21:36:00 UTC,2.8,85,H
2014-03-14 04:09:00 UTC,0.7,21,L
2014-03-14 11:43:00 UTC,2.6,79,H
2014-03-14 16:31:00 UTC,2.2,67,L
2014-03-14 22:23:00 UTC,2.6,79,H
2014-03-15 04:43:00 UTC,1.0,30,L
2014-03-15 12:01:00 UTC,2.5,76,H
2014-03-15 17:11:00 UTC,1.9,58,L
2014-03-15 23:19:00 UTC,2.5,76,H
2014-03-16 05:17:00 UTC,1.3,40,L
2014-03-16 12:17:00 UTC,2.5,76,H
2014-03-16 17:55:00 UTC,1.7,52,L
2014-03-17 00:25:00 UTC,2.4,73,H
2014-03-17 05:54:00 UTC,1.6,49,L
2014-03-17 12:36:00 UTC,2.5,76,H
2014-03-17 18:42:00 UTC,1.4,43,L
2014-03-18 01:39:00 UTC,2.4,73,H
2014-03-18 06:36:00 UTC,1.9,58,L
2014-03-18 12:57:00 UTC,2.6,79,H
2014-03-18 19:30:00 UTC,1.0,30,L
2014-03-19 02:56:00 UTC,2.4,73,H
2014-03-19 07:21:00 UTC,2.2,67,L
2014-03-19 13:24:00 UTC,2.7,82,H
2014-03-19 20:19:00 UTC,0.7,21,L
2014-03-20 04:10:00 UTC,2.6,79,H
2014-03-20 08:10:00 UTC,2.4,73,L
2014-03-20 13:57:00 UTC,2.8,85,H
2014-03-20 21:08:00 UTC,0.4,12,L
2014-03-21 05:16:00 UTC,2.7,82,H
2014-03-21 09:01:00 UTC,2.6,79,L
2014-03-21 14:38:00 UTC,3.0,91,H
2014-03-21 21:58:00 UTC,0.1,3,L
