date,day,time,feet,centimeters,tide
2014/01/01,Wed,03:25 AM,4.6,140,H
2014/01/01,Wed,08:12 AM,2.7,82,L
2014/01/01,Wed,02:08 PM,6.1,186,H
2014/01/01,Wed,09:13 PM,-1.7,-52,L
2014/01/02,Thu,04:08 AM,4.8,146,H
2014/01/02,Thu,09:05 AM,2.6,79,L
2014/01/02,Thu,02:58 PM,6.0,183,H
2014/01/02,Thu,09:57 PM,-1.5,-46,L
2014/01/03,Fri,04:50 AM,4.9,149,H
2014/01/03,Fri,09:59 AM,2.5,76,L
2014/01/03,Fri,03:50 PM,5.6,171,H
2014/01/03,Fri,10:41 PM,-1.0,-30,L
2014/01/04,Sat,05:32 AM,4.9,149,H
2014/01/04,Sat,10:56 AM,2.3,70,L
2014/01/04,Sat,04:45 PM,5.1,155,H
2014/01/04,Sat,11:24 PM,-0.4,-12,L
2014/01/05,Sun,06:15 AM,5.0,152,H
2014/01/05,Sun,11:59 AM,2.1,64,L
2014/01/05,Sun,05:44 PM,4.4,134,H
2014/01/06,Mon,12:07 AM,0.3,9,L
2014/01/06,Mon,06:59 AM,5.0,152,H
2014/01/06,Mon,01:09 PM,1.9,58,L
2014/01/06,Mon,06:51 PM,3.8,116,H
2014/01/07,Tue,12:52 AM,1.0,30,L
2014/01/07,Tue,07:45 AM,5.0,152,H
2014/01/07,Tue,02:27 PM,1.6,49,L
2014/01/07,Tue,08:07 PM,3.3,101,H
2014/01/08,Wed,01:39 AM,1.7,52,L
2014/01/08,Wed,08:33 AM,5.0,152,H
2014/01/08,Wed,03:48 PM,1.2,37,L
2014/01/08,Wed,09:53 PM,3.0,91,H
2014/01/09,Thu,02:32 AM,2.3,70,L
2014/01/09,Thu,09:24 AM,5.1,155,H
2014/01/09,Thu,05:01 PM,0.8,24,L
2014/01/10,Fri,12:31 AM,3.2,98,H
2014/01/10,Fri,03:33 AM,2.7,82,L
2014/01/10,Fri,10:15 AM,5.1,155,H
2014/01/10,Fri,06:00 PM,0.4,12,L
2014/01/11,Sat,01:33 AM,3.5,107,H
2014/01/11,Sat,04:38 AM,3.0,91,L
2014/01/11,Sat,11:05 AM,5.2,158,H
2014/01/11,Sat,06:46 PM,0.1,3,L
2014/01/12,Sun,02:20 AM,3.8,116,H
2014/01/12,Sun,05:41 AM,3.1,94,L
2014/01/12,Sun,11:51 AM,5.2,158,H
2014/01/12,Sun,07:24 PM,-0.2,-6,L
2014/01/13,Mon,03:00 AM,4.0,122,H
2014/01/13,Mon,06:35 AM,3.1,94,L
2014/01/13,Mon,12:35 PM,5.3,162,H
2014/01/13,Mon,07:58 PM,-0.4,-12,L
2014/01/14,Tue,03:33 AM,4.1,125,H
2014/01/14,Tue,07:21 AM,3.0,91,L
2014/01/14,Tue,01:16 PM,5.3,162,H
2014/01/14,Tue,08:30 PM,-0.4,-12,L
2014/01/15,Wed,03:55 AM,4.1,125,H
2014/01/15,Wed,08:03 AM,2.9,88,L
2014/01/15,Wed,01:56 PM,5.3,162,H
2014/01/15,Wed,09:00 PM,-0.4,-12,L
2014/01/16,Thu,04:02 AM,4.2,128,H
2014/01/16,Thu,08:41 AM,2.8,85,L
2014/01/16,Thu,02:34 PM,5.1,155,H
2014/01/16,Thu,09:29 PM,-0.4,-12,L
2014/01/17,Fri,04:20 AM,4.3,131,H
2014/01/17,Fri,09:19 AM,2.7,82,L
2014/01/17,Fri,03:10 PM,5.0,152,H
2014/01/17,Fri,09:58 PM,-0.2,-6,L
2014/01/18,Sat,04:47 AM,4.3,131,H
2014/01/18,Sat,09:58 AM,2.6,79,L
2014/01/18,Sat,03:45 PM,4.7,143,H
2014/01/18,Sat,10:28 PM,0.1,3,L
2014/01/19,Sun,05:18 AM,4.4,134,H
2014/01/19,Sun,10:39 AM,2.4,73,L
2014/01/19,Sun,04:18 PM,4.4,134,H
2014/01/19,Sun,10:58 PM,0.4,12,L
2014/01/20,Mon,05:50 AM,4.4,134,H
2014/01/20,Mon,11:25 AM,2.3,70,L
2014/01/20,Mon,04:54 PM,4.1,125,H
2014/01/20,Mon,11:30 PM,0.8,24,L
2014/01/21,Tue,06:23 AM,4.5,137,H
2014/01/21,Tue,12:16 PM,2.1,64,L
2014/01/21,Tue,05:44 PM,3.7,113,H
2014/01/22,Wed,12:03 AM,1.2,37,L
2014/01/22,Wed,06:56 AM,4.6,140,H
2014/01/22,Wed,01:15 PM,1.8,55,L
2014/01/22,Wed,07:05 PM,3.3,101,H
2014/01/23,Thu,12:41 AM,1.7,52,L
2014/01/23,Thu,07:34 AM,4.7,143,H
2014/01/23,Thu,02:22 PM,1.5,46,L
2014/01/23,Thu,08:35 PM,3.0,91,H
2014/01/24,Fri,01:29 AM,2.2,67,L
2014/01/24,Fri,08:20 AM,4.8,146,H
2014/01/24,Fri,03:33 PM,1.0,30,L
2014/01/24,Fri,10:06 PM,3.0,91,H
2014/01/25,Sat,02:33 AM,2.6,79,L
2014/01/25,Sat,09:18 AM,5.0,152,H
2014/01/25,Sat,04:41 PM,0.4,12,L
2014/01/25,Sat,11:44 PM,3.3,101,H
2014/01/26,Sun,03:47 AM,2.9,88,L
2014/01/26,Sun,10:19 AM,5.3,162,H
2014/01/26,Sun,05:42 PM,-0.2,-6,L
2014/01/27,Mon,01:10 AM,3.7,113,H
2014/01/27,Mon,05:01 AM,3.0,91,L
2014/01/27,Mon,11:18 AM,5.5,168,H
2014/01/27,Mon,06:37 PM,-0.7,-21,L
2014/01/28,Tue,01:49 AM,4.1,125,H
2014/01/28,Tue,06:09 AM,2.9,88,L
2014/01/28,Tue,12:15 PM,5.8,177,H
2014/01/28,Tue,07:27 PM,-1.1,-34,L
2014/01/29,Wed,02:24 AM,4.4,134,H
2014/01/29,Wed,07:09 AM,2.6,79,L
2014/01/29,Wed,01:10 PM,6.0,183,H
2014/01/29,Wed,08:13 PM,-1.3,-40,L
2014/01/30,Thu,03:00 AM,4.7,143,H
2014/01/30,Thu,08:05 AM,2.3,70,L
2014/01/30,Thu,02:03 PM,6.0,183,H
2014/01/30,Thu,08:57 PM,-1.2,-37,L
2014/01/31,Fri,03:37 AM,4.9,149,H
2014/01/31,Fri,08:57 AM,2.0,61,L
2014/01/31,Fri,02:55 PM,5.8,177,H
2014/01/31,Fri,09:38 PM,-0.9,-27,L
2014/02/01,Sat,04:15 AM,5.1,155,H
2014/02/01,Sat,09:49 AM,1.7,52,L
2014/02/01,Sat,03:48 PM,5.5,168,H
2014/02/01,Sat,10:18 PM,-0.5,-15,L
2014/02/02,Sun,04:53 AM,5.1,155,H
2014/02/02,Sun,10:41 AM,1.4,43,L
2014/02/02,Sun,04:41 PM,5.0,152,H
2014/02/02,Sun,10:57 PM,0.2,6,L
2014/02/03,Mon,05:32 AM,5.2,158,H
2014/02/03,Mon,11:36 AM,1.3,40,L
2014/02/03,Mon,05:37 PM,4.4,134,H
2014/02/03,Mon,11:36 PM,0.8,24,L
2014/02/04,Tue,06:13 AM,5.1,155,H
2014/02/04,Tue,12:36 PM,1.2,37,L
2014/02/04,Tue,06:37 PM,3.8,116,H
2014/02/05,Wed,12:15 AM,1.5,46,L
2014/02/05,Wed,06:56 AM,5.0,152,H
2014/02/05,Wed,01:43 PM,1.2,37,L
2014/02/05,Wed,07:47 PM,3.3,101,H
2014/02/06,Thu,12:57 AM,2.1,64,L
2014/02/06,Thu,07:43 AM,4.9,149,H
2014/02/06,Thu,02:57 PM,1.1,34,L
2014/02/06,Thu,10:53 PM,3.0,91,H
2014/02/07,Fri,01:47 AM,2.6,79,L
2014/02/07,Fri,08:36 AM,4.8,146,H
2014/02/07,Fri,04:16 PM,0.9,27,L
2014/02/08,Sat,12:24 AM,3.3,101,H
2014/02/08,Sat,02:51 AM,3.0,91,L
2014/02/08,Sat,09:34 AM,4.7,143,H
2014/02/08,Sat,05:26 PM,0.7,21,L
2014/02/09,Sun,01:19 AM,3.6,110,H
2014/02/09,Sun,04:09 AM,3.2,98,L
2014/02/09,Sun,10:33 AM,4.7,143,H
2014/02/09,Sun,06:19 PM,0.4,12,L
2014/02/10,Mon,02:01 AM,3.8,116,H
2014/02/10,Mon,05:24 AM,3.1,94,L
2014/02/10,Mon,11:28 AM,4.8,146,H
2014/02/10,Mon,07:00 PM,0.2,6,L
2014/02/11,Tue,02:34 AM,4.0,122,H
2014/02/11,Tue,06:23 AM,3.0,91,L
2014/02/11,Tue,12:17 PM,4.9,149,H
2014/02/11,Tue,07:35 PM,0.1,3,L
2014/02/12,Wed,02:58 AM,4.1,125,H
2014/02/12,Wed,07:10 AM,2.7,82,L
2014/02/12,Wed,01:02 PM,5.0,152,H
2014/02/12,Wed,08:06 PM,0.0,0,L
2014/02/13,Thu,03:06 AM,4.2,128,H
2014/02/13,Thu,07:51 AM,2.5,76,L
2014/02/13,Thu,01:44 PM,5.1,155,H
2014/02/13,Thu,08:35 PM,0.0,0,L
2014/02/14,Fri,03:13 AM,4.3,131,H
2014/02/14,Fri,08:28 AM,2.3,70,L
2014/02/14,Fri,02:24 PM,5.0,152,H
2014/02/14,Fri,09:03 PM,0.1,3,L
2014/02/15,Sat,03:35 AM,4.4,134,H
2014/02/15,Sat,09:04 AM,2.0,61,L
2014/02/15,Sat,03:03 PM,4.9,149,H
2014/02/15,Sat,09:31 PM,0.2,6,L
2014/02/16,Sun,04:03 AM,4.5,137,H
2014/02/16,Sun,09:40 AM,1.8,55,L
2014/02/16,Sun,03:42 PM,4.7,143,H
2014/02/16,Sun,09:59 PM,0.5,15,L
2014/02/17,Mon,04:32 AM,4.6,140,H
2014/02/17,Mon,10:18 AM,1.6,49,L
2014/02/17,Mon,04:22 PM,4.4,134,H
2014/02/17,Mon,10:28 PM,0.9,27,L
2014/02/18,Tue,05:00 AM,4.7,143,H
2014/02/18,Tue,10:58 AM,1.4,43,L
2014/02/18,Tue,05:06 PM,4.1,125,H
2014/02/18,Tue,10:59 PM,1.3,40,L
2014/02/19,Wed,05:28 AM,4.7,143,H
2014/02/19,Wed,11:44 AM,1.2,37,L
2014/02/19,Wed,05:57 PM,3.8,116,H
2014/02/19,Wed,11:31 PM,1.7,52,L
2014/02/20,Thu,05:53 AM,4.7,143,H
2014/02/20,Thu,12:38 PM,1.1,34,L
2014/02/20,Thu,07:02 PM,3.5,107,H
2014/02/21,Fri,12:08 AM,2.2,67,L
2014/02/21,Fri,06:20 AM,4.8,146,H
2014/02/21,Fri,01:41 PM,0.9,27,L
2014/02/21,Fri,08:20 PM,3.2,98,H
2014/02/22,Sat,12:56 AM,2.6,79,L
2014/02/22,Sat,07:06 AM,4.8,146,H
2014/02/22,Sat,02:52 PM,0.7,21,L
2014/02/22,Sat,09:49 PM,3.2,98,H
2014/02/23,Sun,02:08 AM,3.0,91,L
2014/02/23,Sun,08:31 AM,4.8,146,H
2014/02/23,Sun,04:07 PM,0.3,9,L
2014/02/24,Mon,12:24 AM,3.5,107,H
