date,day,time,inches,centimeters,tide
2013/12/31,Tue,12:19 AM,10.6,323,H
2013/12/31,Tue,05:44 AM,3.1,94,L
2013/12/31,Tue,11:47 AM,14.3,436,H
2013/12/31,Tue,06:35 PM,-2.6,-79,L
2014/01/01,Wed,01:08 AM,11.6,354,H
2014/01/01,Wed,06:35 AM,2.3,70,L
2014/01/01,Wed,12:39 PM,14.8,451,H
2014/01/01,Wed,07:20 PM,-3.2,-98,L
2014/01/02,Thu,01:54 AM,12.2,372,H
2014/01/02,Thu,07:24 AM,1.8,55,L
2014/01/02,Thu,01:28 PM,14.8,451,H
2014/01/02,Thu,08:04 PM,-3.4,-104,L
2014/01/03,Fri,02:38 AM,12.6,384,H
2014/01/03,Fri,08:13 AM,1.5,46,L
2014/01/03,Fri,02:17 PM,14.4,439,H
2014/01/03,Fri,08:49 PM,-3.0,-91,L
2014/01/04,Sat,03:22 AM,12.7,387,H
2014/01/04,Sat,09:04 AM,1.5,46,L
2014/01/04,Sat,03:05 PM,13.5,411,H
2014/01/04,Sat,09:34 PM,-2.2,-67,L
2014/01/05,Sun,04:08 AM,12.6,384,H
2014/01/05,Sun,09:57 AM,1.7,52,L
2014/01/05,Sun,03:56 PM,12.2,372,H
2014/01/05,Sun,10:20 PM,-1.0,-30,L
2014/01/06,Mon,04:56 AM,12.3,375,H
2014/01/06,Mon,10:52 AM,2.0,61,L
2014/01/06,Mon,04:54 PM,10.8,329,H
2014/01/06,Mon,11:07 PM,0.4,12,L
2014/01/07,Tue,05:50 AM,11.9,363,H
2014/01/07,Tue,11:51 AM,2.4,73,L
2014/01/07,Tue,06:04 PM,9.4,287,H
2014/01/07,Tue,11:57 PM,1.9,58,L
2014/01/08,Wed,06:48 AM,11.6,354,H
2014/01/08,Wed,12:57 PM,2.7,82,L
2014/01/08,Wed,07:27 PM,8.5,259,H
2014/01/09,Thu,12:52 AM,3.3,101,L
2014/01/09,Thu,07:48 AM,11.4,347,H
2014/01/09,Thu,02:16 PM,2.7,82,L
