date,day,time,inches,centimeters,tide
2013/12/31,Tue,05:00 AM,8.5,259,H
2013/12/31,Tue,09:30 AM,6.6,201,L
2013/12/31,Tue,02:11 PM,8.8,268,H
2013/12/31,Tue,10:02 PM,-2.6,-79,L
2014/01/01,Wed,05:36 AM,8.9,271,H
2014/01/01,Wed,10:27 AM,6.3,192,L
2014/01/01,Wed,03:09 PM,8.7,265,H
2014/01/01,Wed,10:48 PM,-2.6,-79,L
2014/01/02,Thu,06:14 AM,9.2,280,H
2014/01/02,Thu,11:22 AM,6.0,183,L
2014/01/02,Thu,04:06 PM,8.4,256,H
2014/01/02,Thu,11:34 PM,-2.4,-73,L
2014/01/03,Fri,06:53 AM,9.4,287,H
2014/01/03,Fri,12:20 PM,5.5,168,L
2014/01/03,Fri,05:05 PM,7.9,241,H
2014/01/04,Sat,12:21 AM,-1.8,-55,L
2014/01/04,Sat,07:32 AM,9.5,290,H
2014/01/04,Sat,01:22 PM,4.9,149,L
2014/01/04,Sat,06:08 PM,7.3,223,H
2014/01/05,Sun,01:08 AM,-0.8,-24,L
2014/01/05,Sun,08:11 AM,9.4,287,H
2014/01/05,Sun,02:29 PM,4.2,128,L
2014/01/05,Sun,07:16 PM,6.6,201,H
2014/01/06,Mon,01:55 AM,0.4,12,L
2014/01/06,Mon,08:49 AM,9.4,287,H
2014/01/06,Mon,03:40 PM,3.4,104,L
2014/01/06,Mon,08:34 PM,5.9,180,H
2014/01/07,Tue,02:45 AM,1.8,55,L
2014/01/07,Tue,09:28 AM,9.2,280,H
2014/01/07,Tue,04:51 PM,2.6,79,L
2014/01/07,Tue,10:11 PM,5.5,168,H
2014/01/08,Wed,03:38 AM,3.2,98,L
2014/01/08,Wed,10:07 AM,9.0,274,H
2014/01/08,Wed,05:56 PM,1.8,55,L
2014/01/09,Thu,12:18 AM,5.7,174,H
2014/01/09,Thu,04:40 AM,4.5,137,L
2014/01/09,Thu,10:47 AM,8.7,265,H
2014/01/09,Thu,06:53 PM,1.1,34,L
2014/01/10,Fri,01:59 AM,6.4,195,H
2014/01/10,Fri,05:53 AM,5.5,168,L
2014/01/10,Fri,11:28 AM,8.4,256,H
2014/01/10,Fri,07:42 PM,0.5,15,L
2014/01/11,Sat,03:07 AM,7.2,219,H
2014/01/11,Sat,07:13 AM,6.2,189,L
2014/01/11,Sat,12:11 PM,8.2,250,H
2014/01/11,Sat,08:23 PM,0.1,3,L
2014/01/12,Sun,03:57 AM,7.9,241,H
2014/01/12,Sun,08:27 AM,6.5,198,L
2014/01/12,Sun,12:54 PM,7.9,241,H
2014/01/12,Sun,09:00 PM,-0.2,-6,L
2014/01/13,Mon,04:38 AM,8.3,253,H
2014/01/13,Mon,09:28 AM,6.5,198,L
2014/01/13,Mon,01:37 PM,7.8,238,H
2014/01/13,Mon,09:34 PM,-0.3,-9,L
2014/01/14,Tue,05:14 AM,8.5,259,H
2014/01/14,Tue,10:15 AM,6.4,195,L
2014/01/14,Tue,02:20 PM,7.7,235,H
2014/01/14,Tue,10:06 PM,-0.4,-12,L
2014/01/15,Wed,05:45 AM,8.6,262,H
2014/01/15,Wed,10:53 AM,6.3,192,L
