date,day,time,feet,centimeters,tide
2013/12/31,Tue,11:53 AM,-0.9,-27,L
2014/01/01,Wed,02:08 AM,1.4,43,H
2014/01/01,Wed,12:38 PM,-0.9,-27,L
2014/01/02,Thu,02:57 AM,1.3,40,H
2014/01/02,Thu,01:27 PM,-0.8,-24,L
2014/01/03,Fri,03:46 AM,1.2,37,H
2014/01/03,Fri,02:13 PM,-0.7,-21,L
2014/01/04,Sat,04:32 AM,1.0,30,H
2014/01/04,Sat,02:50 PM,-0.4,-12,L
2014/01/05,Sun,05:11 AM,0.8,24,H
2014/01/05,Sun,03:07 PM,-0.2,-6,L
2014/01/06,Mon,05:24 AM,0.5,15,H
2014/01/06,Mon,02:37 PM,0.0,0,L
2014/01/06,Mon,11:40 PM,0.3,9,H
2014/01/07,Tue,12:04 PM,0.1,3,L
2014/01/07,Tue,10:14 PM,0.5,15,H
2014/01/08,Wed,09:07 AM,-0.1,-3,L
2014/01/08,Wed,10:15 PM,0.6,18,H
2014/01/09,Thu,09:16 AM,-0.4,-12,L
2014/01/09,Thu,10:43 PM,0.8,24,H
2014/01/10,Fri,09:45 AM,-0.5,-15,L
2014/01/10,Fri,11:20 PM,0.9,27,H
2014/01/11,Sat,10:18 AM,-0.6,-18,L
2014/01/12,Sun,12:01 AM,0.9,27,H
2014/01/12,Sun,10:51 AM,-0.7,-21,L
2014/01/13,Mon,12:42 AM,1.0,30,H
2014/01/13,Mon,11:23 AM,-0.7,-21,L
2014/01/14,Tue,01:21 AM,1.0,30,H
2014/01/14,Tue,11:53 AM,-0.7,-21,L
2014/01/15,Wed,01:59 AM,1.0,30,H
2014/01/15,Wed,12:22 PM,-0.6,-18,L
2014/01/16,Thu,02:34 AM,0.9,27,H
2014/01/16,Thu,12:49 PM,-0.6,-18,L
2014/01/17,Fri,03:07 AM,0.8,24,H
2014/01/17,Fri,01:11 PM,-0.5,-15,L
2014/01/18,Sat,03:39 AM,0.8,24,H
2014/01/18,Sat,01:26 PM,-0.4,-12,L
2014/01/19,Sun,04:07 AM,0.6,18,H
2014/01/19,Sun,01:33 PM,-0.3,-9,L
2014/01/20,Mon,04:33 AM,0.5,15,H
2014/01/20,Mon,01:27 PM,-0.2,-6,L
2014/01/21,Tue,04:48 AM,0.3,9,H
2014/01/21,Tue,01:03 PM,-0.1,-3,L
2014/01/21,Tue,09:34 PM,0.2,6,H
2014/01/22,Wed,12:06 PM,-0.1,-3,L
2014/01/22,Wed,08:59 PM,0.3,9,H
2014/01/23,Thu,09:38 AM,-0.1,-3,L
2014/01/23,Thu,09:11 PM,0.5,15,H
2014/01/24,Fri,08:21 AM,-0.3,-9,L
2014/01/24,Fri,09:42 PM,0.7,21,H
2014/01/25,Sat,08:42 AM,-0.5,-15,L
2014/01/25,Sat,10:26 PM,0.8,24,H
2014/01/26,Sun,09:19 AM,-0.7,-21,L
2014/01/26,Sun,11:18 PM,1.0,30,H
2014/01/27,Mon,10:03 AM,-0.9,-27,L
2014/01/28,Tue,12:15 AM,1.1,34,H
2014/01/28,Tue,10:50 AM,-0.9,-27,L
2014/01/29,Wed,01:13 AM,1.1,34,H
2014/01/29,Wed,11:38 AM,-0.9,-27,L
2014/01/30,Thu,02:11 AM,1.1,34,H
2014/01/30,Thu,12:24 PM,-0.8,-24,L
2014/01/31,Fri,03:08 AM,1.0,30,H
2014/01/31,Fri,01:06 PM,-0.7,-21,L
2014/02/01,Sat,04:03 AM,0.8,24,H
2014/02/01,Sat,01:37 PM,-0.4,-12,L
2014/02/02,Sun,04:58 AM,0.6,18,H
2014/02/02,Sun,01:44 PM,-0.2,-6,L
2014/02/03,Mon,05:53 AM,0.3,9,H
2014/02/03,Mon,12:56 PM,0.0,0,L
2014/02/03,Mon,07:32 PM,0.2,6,H
2014/02/04,Tue,02:34 AM,0.0,0,L
2014/02/04,Tue,07:11 AM,0.0,0,H
2014/02/04,Tue,10:01 AM,0.0,0,L
2014/02/04,Tue,07:27 PM,0.4,12,H
2014/02/05,Wed,06:46 AM,-0.2,-6,L
2014/02/05,Wed,07:56 PM,0.6,18,H
2014/02/06,Thu,07:41 AM,-0.4,-12,L
2014/02/06,Thu,08:40 PM,0.7,21,H
2014/02/07,Fri,08:26 AM,-0.5,-15,L
2014/02/07,Fri,09:32 PM,0.8,24,H
2014/02/08,Sat,09:07 AM,-0.6,-18,L
2014/02/08,Sat,10:28 PM,0.8,24,H
2014/02/09,Sun,09:46 AM,-0.6,-18,L
2014/02/09,Sun,11:25 PM,0.8,24,H
2014/02/10,Mon,10:22 AM,-0.6,-18,L
2014/02/11,Tue,12:20 AM,0.8,24,H
2014/02/11,Tue,10:55 AM,-0.6,-18,L
2014/02/12,Wed,01:10 AM,0.8,24,H
2014/02/12,Wed,11:25 AM,-0.5,-15,L
2014/02/13,Thu,01:55 AM,0.8,24,H
2014/02/13,Thu,11:50 AM,-0.4,-12,L
2014/02/14,Fri,02:36 AM,0.7,21,H
2014/02/14,Fri,12:09 PM,-0.3,-9,L
2014/02/15,Sat,03:14 AM,0.7,21,H
2014/02/15,Sat,12:18 PM,-0.2,-6,L
2014/02/16,Sun,03:52 AM,0.6,18,H
2014/02/16,Sun,12:14 PM,-0.1,-3,L
2014/02/17,Mon,04:31 AM,0.4,12,H
2014/02/17,Mon,11:57 AM,0.0,0,L
2014/02/17,Mon,06:27 PM,0.2,6,H
2014/02/17,Mon,10:50 PM,0.1,3,L
2014/02/18,Tue,05:15 AM,0.3,9,H
2014/02/18,Tue,11:22 AM,0.1,3,L
2014/02/18,Tue,06:16 PM,0.3,9,H
2014/02/19,Wed,01:13 AM,0.1,3,L
2014/02/19,Wed,06:19 AM,0.1,3,H
2014/02/19,Wed,10:06 AM,0.1,3,L
2014/02/19,Wed,06:29 PM,0.5,15,H
2014/02/20,Thu,04:09 AM,-0.1,-3,L
2014/02/20,Thu,06:58 PM,0.6,18,H
2014/02/21,Fri,06:02 AM,-0.2,-6,L
2014/02/21,Fri,07:38 PM,0.8,24,H
2014/02/22,Sat,07:04 AM,-0.4,-12,L
2014/02/22,Sat,08:31 PM,0.9,27,H
2014/02/23,Sun,07:58 AM,-0.5,-15,L
2014/02/23,Sun,09:36 PM,1.0,30,H
2014/02/24,Mon,08:49 AM,-0.6,-18,L
2014/02/24,Mon,10:48 PM,1.1,34,H
2014/02/25,Tue,09:39 AM,-0.7,-21,L
2014/02/26,Wed,12:02 AM,1.1,34,H
2014/02/26,Wed,10:28 AM,-0.6,-18,L
2014/02/27,Thu,01:16 AM,1.0,30,H
2014/02/27,Thu,11:13 AM,-0.5,-15,L
2014/02/28,Fri,02:28 AM,0.9,27,H
2014/02/28,Fri,11:51 AM,-0.3,-9,L
2014/03/01,Sat,03:39 AM,0.8,24,H
2014/03/01,Sat,12:15 PM,-0.1,-3,L
2014/03/02,Sun,04:56 AM,0.6,18,H
2014/03/02,Sun,12:05 PM,0.2,6,L
2014/03/02,Sun,05:11 PM,0.3,9,H
2014/03/02,Sun,11:02 PM,0.1,3,L
2014/03/03,Mon,06:38 AM,0.4,12,H
2014/03/03,Mon,10:46 AM,0.3,9,L
2014/03/03,Mon,04:55 PM,0.5,15,H
2014/03/04,Tue,01:05 AM,0.0,0,L
2014/03/04,Tue,05:14 PM,0.7,21,H
2014/03/05,Wed,03:06 AM,-0.1,-3,L
2014/03/05,Wed,05:49 PM,0.9,27,H
2014/03/06,Thu,04:56 AM,-0.2,-6,L
2014/03/06,Thu,06:31 PM,0.9,27,H
2014/03/07,Fri,06:17 AM,-0.3,-9,L
2014/03/07,Fri,07:20 PM,1.0,30,H
2014/03/08,Sat,07:19 AM,-0.3,-9,L
2014/03/08,Sat,08:15 PM,1.0,30,H
2014/03/09,Sun,09:09 AM,-0.3,-9,L
2014/03/09,Sun,10:20 PM,1.0,30,H
2014/03/10,Mon,09:53 AM,-0.3,-9,L
2014/03/10,Mon,11:33 PM,0.9,27,H
2014/03/11,Tue,10:32 AM,-0.2,-6,L
2014/03/12,Wed,12:47 AM,0.9,27,H
2014/03/12,Wed,11:06 AM,-0.1,-3,L
2014/03/13,Thu,01:55 AM,0.9,27,H
2014/03/13,Thu,11:32 AM,0.0,0,L
2014/03/14,Fri,02:56 AM,0.8,24,H
2014/03/14,Fri,11:47 AM,0.1,3,L
2014/03/15,Sat,03:53 AM,0.7,21,H
2014/03/15,Sat,11:48 AM,0.2,6,L
2014/03/15,Sat,06:00 PM,0.4,12,H
2014/03/15,Sat,09:18 PM,0.3,9,L
2014/03/16,Sun,04:52 AM,0.6,18,H
2014/03/16,Sun,11:31 AM,0.3,9,L
2014/03/16,Sun,05:12 PM,0.5,15,H
2014/03/16,Sun,11:00 PM,0.3,9,L
2014/03/17,Mon,06:00 AM,0.5,15,H
2014/03/17,Mon,10:54 AM,0.4,12,L
2014/03/17,Mon,05:04 PM,0.6,18,H
2014/03/18,Tue,12:22 AM,0.2,6,L
2014/03/18,Tue,05:16 PM,0.8,24,H
2014/03/19,Wed,01:41 AM,0.1,3,L
2014/03/19,Wed,05:39 PM,0.9,27,H
2014/03/20,Thu,03:05 AM,0.0,0,L
2014/03/20,Thu,06:10 PM,1.1,34,H
2014/03/21,Fri,04:33 AM,-0.1,-3,L
2014/03/21,Fri,06:50 PM,1.2,37,H
2014/03/22,Sat,05:57 AM,-0.2,-6,L
2014/03/22,Sat,07:39 PM,1.3,40,H
2014/03/23,Sun,07:09 AM,-0.3,-9,L
2014/03/23,Sun,08:37 PM,1.3,40,H
2014/03/24,Mon,08:13 AM,-0.3,-9,L
2014/03/24,Mon,09:48 PM,1.3,40,H
2014/03/25,Tue,09:10 AM,-0.3,-9,L
2014/03/25,Tue,11:15 PM,1.2,37,H
2014/03/26,Wed,10:01 AM,-0.2,-6,L
2014/03/27,Thu,12:55 AM,1.1,34,H
2014/03/27,Thu,10:44 AM,0.0,0,L
2014/03/28,Fri,02:38 AM,1.0,30,H
2014/03/28,Fri,11:15 AM,0.2,6,L
2014/03/29,Sat,04:22 AM,0.8,24,H
2014/03/29,Sat,11:20 AM,0.4,12,L
2014/03/29,Sat,04:44 PM,0.6,18,H
2014/03/29,Sat,10:45 PM,0.3,9,L
2014/03/30,Sun,06:27 AM,0.7,21,H
2014/03/30,Sun,10:30 AM,0.6,18,L
2014/03/30,Sun,04:12 PM,0.8,24,H
2014/03/31,Mon,12:12 AM,0.2,6,L
2014/03/31,Mon,04:17 PM,1.0,30,H
2014/04/01,Tue,01:27 AM,0.1,3,L
2014/04/01,Tue,04:42 PM,1.2,37,H
2014/04/02,Wed,02:37 AM,0.0,0,L
2014/04/02,Wed,05:15 PM,1.3,40,H
2014/04/03,Thu,03:45 AM,-0.1,-3,L
2014/04/03,Thu,05:51 PM,1.3,40,H
2014/04/04,Fri,04:53 AM,-0.1,-3,L
2014/04/04,Fri,06:30 PM,1.3,40,H
2014/04/05,Sat,05:57 AM,0.0,0,L
2014/04/05,Sat,07:13 PM,1.3,40,H
2014/04/06,Sun,06:57 AM,0.0,0,L
2014/04/06,Sun,07:59 PM,1.3,40,H
2014/04/07,Mon,07:50 AM,0.1,3,L
2014/04/07,Mon,08:52 PM,1.2,37,H
2014/04/08,Tue,08:35 AM,0.1,3,L
2014/04/08,Tue,10:00 PM,1.1,34,H
2014/04/09,Wed,09:12 AM,0.2,6,L
2014/04/09,Wed,11:37 PM,1.0,30,H
2014/04/10,Thu,09:37 AM,0.3,9,L
2014/04/11,Fri,01:34 AM,0.9,27,H
2014/04/11,Fri,09:46 AM,0.5,15,L
2014/04/11,Fri,04:56 PM,0.7,21,H
2014/04/11,Fri,09:04 PM,0.6,18,L
2014/04/12,Sat,03:25 AM,0.8,24,H
2014/04/12,Sat,09:31 AM,0.6,18,L
2014/04/12,Sat,03:49 PM,0.8,24,H
2014/04/12,Sat,10:25 PM,0.5,15,L
2014/04/13,Sun,05:26 AM,0.7,21,H
2014/04/13,Sun,08:39 AM,0.7,21,L
2014/04/13,Sun,03:29 PM,0.9,27,H
2014/04/13,Sun,11:25 PM,0.4,12,L
2014/04/14,Mon,03:33 PM,1.1,34,H
2014/04/15,Tue,12:19 AM,0.2,6,L
2014/04/15,Tue,03:51 PM,1.2,37,H
2014/04/16,Wed,01:14 AM,0.1,3,L
2014/04/16,Wed,04:18 PM,1.4,43,H
2014/04/17,Thu,02:11 AM,0.0,0,L
2014/04/17,Thu,04:51 PM,1.5,46,H
2014/04/18,Fri,03:13 AM,-0.1,-3,L
2014/04/18,Fri,05:29 PM,1.6,49,H
2014/04/19,Sat,04:18 AM,-0.1,-3,L
2014/04/19,Sat,06:13 PM,1.6,49,H
2014/04/20,Sun,05:24 AM,-0.1,-3,L
2014/04/20,Sun,07:01 PM,1.6,49,H
2014/04/21,Mon,06:28 AM,-0.1,-3,L
2014/04/21,Mon,07:54 PM,1.5,46,H
2014/04/22,Tue,07:25 AM,0.0,0,L
2014/04/22,Tue,08:54 PM,1.3,40,H
2014/04/23,Wed,08:14 AM,0.1,3,L
2014/04/23,Wed,10:19 PM,1.1,34,H
2014/04/24,Thu,08:49 AM,0.3,9,L
2014/04/25,Fri,01:16 AM,0.9,27,H
2014/04/25,Fri,08:59 AM,0.6,18,L
2014/04/25,Fri,03:57 PM,0.9,27,H
2014/04/25,Fri,10:10 PM,0.6,18,L
2014/04/26,Sat,04:47 AM,0.8,24,H
2014/04/26,Sat,08:07 AM,0.8,24,L
2014/04/26,Sat,03:05 PM,1.0,30,H
2014/04/26,Sat,11:14 PM,0.4,12,L
2014/04/27,Sun,02:54 PM,1.2,37,H
2014/04/28,Mon,12:09 AM,0.2,6,L
2014/04/28,Mon,03:08 PM,1.4,43,H
2014/04/29,Tue,01:00 AM,0.1,3,L
2014/04/29,Tue,03:34 PM,1.5,46,H
2014/04/30,Wed,01:48 AM,0.0,0,L
2014/04/30,Wed,04:05 PM,1.6,49,H
2014/05/01,Thu,02:35 AM,-0.1,-3,L
2014/05/01,Thu,04:38 PM,1.6,49,H
2014/05/02,Fri,03:22 AM,0.0,0,L
2014/05/02,Fri,05:12 PM,1.6,49,H
2014/05/03,Sat,04:08 AM,0.0,0,L
2014/05/03,Sat,05:46 PM,1.5,46,H
2014/05/04,Sun,04:55 AM,0.0,0,L
2014/05/04,Sun,06:21 PM,1.5,46,H
2014/05/05,Mon,05:39 AM,0.1,3,L
2014/05/05,Mon,06:55 PM,1.4,43,H
2014/05/06,Tue,06:20 AM,0.2,6,L
2014/05/06,Tue,07:25 PM,1.2,37,H
2014/05/07,Wed,06:51 AM,0.3,9,L
2014/05/07,Wed,07:38 PM,1.1,34,H
2014/05/08,Thu,07:07 AM,0.5,15,L
2014/05/08,Thu,05:45 PM,0.9,27,H
2014/05/09,Fri,06:59 AM,0.6,18,L
2014/05/09,Fri,03:22 PM,0.9,27,H
2014/05/09,Fri,11:19 PM,0.7,21,L
2014/05/10,Sat,01:44 AM,0.7,21,H
2014/05/10,Sat,05:56 AM,0.7,21,L
2014/05/10,Sat,02:29 PM,1.0,30,H
2014/05/10,Sat,10:57 PM,0.5,15,L
2014/05/11,Sun,02:16 PM,1.2,37,H
